,id,author,date,text,text_tokenised,token_count
114,press_77,Kotré,2018-09-26,"Schon jetzt haben wir durch die Energiewende mit die höchsten Strompreise in der Welt. Diese Kommission ist absolut voreingenommen und untauglich im Sinne ihres Auftrags. Darüber hinaus hat sie keinen einzigen Experten der Stromversorgung. Die Mitglieder der Kohlekommission reden als Blinde von der Farbe. Das ist der eigentliche Skandal. Es zeigt sich auch an diesem Beispiel, dass es der Bundesregierung leider um Ideologie und nicht um vernünftige Lösungen geht.“",Schon jetzt haben wir durch die Energiewende mit die höchsten Strompreise in der Welt  Diese Kommission ist absolut voreingenommen und untauglich im Sinne ihres Auftrags  Darüber hinaus hat sie keinen einzigen Experten der Stromversorgung  Die Mitglieder der Kohlekommission reden als Blinde von der Farbe  Das ist der eigentliche Skandal  Es zeigt sich auch an diesem Beispiel  dass es der Bundesregierung leider um Ideologie und nicht um vernünftige Lösungen geht  “,70
115,press_80,Spaniel,2018-09-28,"Nachrüstungen sind ein populistisches Märchen Berlin, 28. September 2018. Die gestrige Debatte im Bundestag zu Nachrüstungen von Dieselfahrzeugen, um Fahrverbote zu vermeiden, zeigt, dass die Regierung planlos agiert. Einmal sollen Bürger, dann wieder Fahrzeughersteller dafür aufkommen, während SPD-Umweltministerin Schulze der Klimaschutz wichtiger ist, als die Frage, wie Pendler zur Arbeit kommen sollen, kritisiert Dirk Spaniel, verkehrspolitischer Sprecher der AfD-Fraktion. Spaniel stellte im Bundestag klar: „Erstens gibt es bislang noch gar keine fertigen und zugelassenen Bauteile. Zweitens existieren bislang keinerlei Produktionsstraßen dafür, um Millionen von Fahrzeugen von heute auf morgen umzurüsten. Und drittens wäre dies selbst für die vielen Autowerkstätten logistisch unmöglich.“ Spaniel: „Das eigentliche Problem sind die Messstationen, die in ganz Europa sehr unterschiedlich aufgestellt sind. Diese müssen überprüft werden, wie es die AfD bereits lange fordert.“",Nachrüstungen sind ein populistisches Märchen Berlin  28 September 2018 Die gestrige Debatte im Bundestag zu Nachrüstungen von Dieselfahrzeugen  um Fahrverbote zu vermeiden  zeigt  dass die Regierung planlos agiert  Einmal sollen Bürger  dann wieder Fahrzeughersteller dafür aufkommen  während SPDUmweltministerin Schulze der Klimaschutz wichtiger ist  als die Frage  wie Pendler zur Arbeit kommen sollen  kritisiert Dirk Spaniel  verkehrspolitischer Sprecher der AfDFraktion  Spaniel stellte im Bundestag klar  „ Erstens gibt es bislang noch gar keine fertigen und zugelassenen Bauteile  Zweitens existieren bislang keinerlei Produktionsstraßen dafür  um Millionen von Fahrzeugen von heute auf morgen umzurüsten  Und drittens wäre dies selbst für die vielen Autowerkstätten logistisch unmöglich  “ Spaniel  „ Das eigentliche Problem sind die Messstationen  die in ganz Europa sehr unterschiedlich aufgestellt sind  Diese müssen überprüft werden  wie es die AfD bereits lange fordert  “,131
116,press_81,Kotré,2018-09-28,"Sofortiger Stopp der Energiewende! Berlin, 28. September 2018. Der AfD-Bundestagsabgeordnete Steffen Kotré, Energiepolitischer Sprecher der AfD-Fraktion im Bundestag und Mitglied im Bundestagsausschuss Wirtschaft und Energie, fordert den sofortigen Stopp der Energiewende: „Ich fordere von der Bundesregierung den sofortigen Ausstieg aus der unsozialen und sinnlosen Energiewende. Der Bundesrechnungshof beziffert die Kosten allein für 2017 auf mindestens 34 Milliarden Euro. Es drohe das Scheitern des Projektes. Es ist unverantwortlich, jetzt noch so weiterzumachen. Es gilt Schaden vom Deutschen Volke abzuwenden. Ich stimme dem Präsidenten des Bundesrechnungshofes, Kay Scheller voll zu, wenn er sagt, dass die große Belastung für Bürger und Wirtschaft in krassem Missverhältnis zu dem bisher dürftigen Ertrag steht. Es zeichnet sich nämlich schon heute ab, dass das Projekt Energiewende zum Scheitern verurteilt ist.",Sofortiger Stopp der Energiewende  Berlin  28 September 2018 Der AfDBundestagsabgeordnete Steffen Kotré  Energiepolitischer Sprecher der AfDFraktion im Bundestag und Mitglied im Bundestagsausschuss Wirtschaft und Energie  fordert den sofortigen Stopp der Energiewende  „ Ich fordere von der Bundesregierung den sofortigen Ausstieg aus der unsozialen und sinnlosen Energiewende  Der Bundesrechnungshof beziffert die Kosten allein für 2017 auf mindestens 34 Milliarden Euro  Es drohe das Scheitern des Projektes  Es ist unverantwortlich  jetzt noch so weiterzumachen  Es gilt Schaden vom Deutschen Volke abzuwenden  Ich stimme dem Präsidenten des Bundesrechnungshofes  Kay Scheller voll zu  wenn er sagt  dass die große Belastung für Bürger und Wirtschaft in krassem Missverhältnis zu dem bisher dürftigen Ertrag steht  Es zeichnet sich nämlich schon heute ab  dass das Projekt Energiewende zum Scheitern verurteilt ist,124
117,press_81,Kotré,2018-09-28,"Wenn nämlich der letzte konventionelle Energieträger, die Kohle, vom Netz geht, drohen die Strompreise durch die Decke zu gehen und wegen zu großer Netzschwankungen Black Outs in ganz Deutschland. Schon jetzt haben wir den teuersten Strom auf der ganzen Welt. Und wenn wir nach dem Aus unserer im weltweiten Vergleich sauberen Braunkohlekraftwerke den teuren Strom aus dem Rest Europas für enorme Summen zukaufen müssen, ist es zur Umkehr zu spät.“",Wenn nämlich der letzte konventionelle Energieträger  die Kohle  vom Netz geht  drohen die Strompreise durch die Decke zu gehen und wegen zu großer Netzschwankungen Black Outs in ganz Deutschland  Schon jetzt haben wir den teuersten Strom auf der ganzen Welt  Und wenn wir nach dem Aus unserer im weltweiten Vergleich sauberen Braunkohlekraftwerke den teuren Strom aus dem Rest Europas für enorme Summen zukaufen müssen  ist es zur Umkehr zu spät  “,71
118,press_83,Hilse,2018-10-02,"Rechnungshof stellt vernichtendes Urteil über die „Energiewende“ aus. Berlin, 2. Oktober 2018. Der umweltpolitische Sprecher der AfD-Fraktion im Deutschen Bundestag, Karsten Hilse, erklärt: „Wie auch aus dem jüngst veröffentlichten Bericht des Bundesrechnungshofes hervorgeht, kennt die Bundesregierung weder die enormen Gesamtkosten, der von ihr mit Nachdruck betriebenen Energiewende, noch hält sie es für erforderlich diese zu bestimmen. Sie weiß also nicht einmal, was die Öffentlichkeit, also wir alle, jahraus jahrein für diese, allein der Ideologie vom „Klimaschutz“ geschuldeten Wahnsinnstat, bezahlen müssen. Weder den Betrag in Euro noch den Verlust wertschöpfender Jobs. Hinzu kommt die bereits mehrmals von der AfD festgestellten Tatsache, dass bisher keines der selbstgesteckten CO2 Senkungsziele auch nur annähernd erreicht wurden. Die deutschen Treibhausgasemission bleiben defacto seit über 10 Jahren stabil bei rund 910 Millionen Tonnen.",Rechnungshof stellt vernichtendes Urteil über die „ Energiewende “ aus  Berlin  2 Oktober 2018 Der umweltpolitische Sprecher der AfDFraktion im Deutschen Bundestag  Karsten Hilse  erklärt  „ Wie auch aus dem jüngst veröffentlichten Bericht des Bundesrechnungshofes hervorgeht  kennt die Bundesregierung weder die enormen Gesamtkosten  der von ihr mit Nachdruck betriebenen Energiewende  noch hält sie es für erforderlich diese zu bestimmen  Sie weiß also nicht einmal  was die Öffentlichkeit  also wir alle  jahraus jahrein für diese  allein der Ideologie vom „ Klimaschutz “ geschuldeten Wahnsinnstat  bezahlen müssen  Weder den Betrag in Euro noch den Verlust wertschöpfender Jobs  Hinzu kommt die bereits mehrmals von der AfD festgestellten Tatsache  dass bisher keines der selbstgesteckten CO2 Senkungsziele auch nur annähernd erreicht wurden  Die deutschen Treibhausgasemission bleiben defacto seit über 10 Jahren stabil bei rund 910 Millionen Tonnen,132
119,press_83,Hilse,2018-10-02,"Für dringend erforderlich hält sie jedoch nach wie vor die Opferung einer gesicherten Stromversorgung für die Einhaltung des Pariser Klimaübereinkommens. So schalten dieser Tage LEAG einen und RWE zwei grundlastfähige Braunkohle-Kraftwerksblöcke plangemäß ab (Jänschwalde und Niederaußem) und stecken sie für die kommenden vier Jahre in die sogenannte Kapazitätsreserve. Das bedeutet, dass sie dem Netz nicht mehr für den Grundlastbetrieb zur Verfügung stehen, sondern nur noch im Notfall einspringen dürfen. Auf den kommenden Winter, wenn der kalt und lang werden sollte, dürfen wir uns daher schon freuen. Die Gefahr flächendeckender Blackouts steigt drastisch. Zusätzlich wird im kommenden Jahr das Kernkraftwerk Phlipsburg 2 außer Dienst gestellt. Woher dann der Strom besonders im energieintensiven Süden Deutschlands kommen soll, wissen wohl nur die Experten des federführenden Bundeswirtschaftsministers, der die Energiewende und mit ihr alle Abschaltungen auf einem guten Weg sieht.",Für dringend erforderlich hält sie jedoch nach wie vor die Opferung einer gesicherten Stromversorgung für die Einhaltung des Pariser Klimaübereinkommens  So schalten dieser Tage LEAG einen und RWE zwei grundlastfähige BraunkohleKraftwerksblöcke plangemäß ab  Jänschwalde und Niederaußem  und stecken sie für die kommenden vier Jahre in die sogenannte Kapazitätsreserve  Das bedeutet  dass sie dem Netz nicht mehr für den Grundlastbetrieb zur Verfügung stehen  sondern nur noch im Notfall einspringen dürfen  Auf den kommenden Winter  wenn der kalt und lang werden sollte  dürfen wir uns daher schon freuen  Die Gefahr flächendeckender Blackouts steigt drastisch  Zusätzlich wird im kommenden Jahr das Kernkraftwerk Phlipsburg 2 außer Dienst gestellt  Woher dann der Strom besonders im energieintensiven Süden Deutschlands kommen soll  wissen wohl nur die Experten des federführenden Bundeswirtschaftsministers  der die Energiewende und mit ihr alle Abschaltungen auf einem guten Weg sieht,136
120,press_83,Hilse,2018-10-02,"Soviel Realitätsverlust einer Regierung gab es in der Bundesrepublik noch nie, und das nicht nur wegen der extrem hohen Stromkosten: Zitat aus dem Bericht: ‚Steigen die Kosten der Energiewende weiter und werden ihre Ziele weiterhin verfehlt, besteht das Risiko des Vertrauensverlustes in die Fähigkeit von Regierungshandeln.‘ Zitatende. Das ist noch nicht einmal die Hälfte der Wahrheit.“",Soviel Realitätsverlust einer Regierung gab es in der Bundesrepublik noch nie  und das nicht nur wegen der extrem hohen Stromkosten  Zitat aus dem Bericht  ‚ Steigen die Kosten der Energiewende weiter und werden ihre Ziele weiterhin verfehlt  besteht das Risiko des Vertrauensverlustes in die Fähigkeit von Regierungshandeln  ‘ Zitatende  Das ist noch nicht einmal die Hälfte der Wahrheit  “,59
121,press_84,Spaniel,2018-10-04,"Beschluss des EU-Parlaments zur CO2-Reduktion für Autos ist eine Hiobsbotschaft Berlin, 4. Oktober 2018. Zur Entscheidung des EU-Parlaments, die europaweiten Grenzwerte für CO2 bis 2030 um 40 Prozent zu senken, teilt der verkehrspolitische Sprecher der AfD-Fraktion im Deutschen Bundestag, Dirk Spaniel, mit: „Das ist eine absolute Hiobsbotschaft. Nachdem das EU-Parlament gestern noch strengere automobile Klima-Auflagen beschlossen hat, bringt die vollkommen überzogene CO2-Reduktion auch die Benziner in Gefahr. Bis 2030 sollen die CO2-Grenzwerte um satte 40 Prozent sinken. Das bedeutet 2,2 Liter Kraftstoffverbrauch nach realen Maßgaben (WLTP) und ist utopisch. Nachdem es dem Diesel an den Kragen ging, weil er angeblich zu viel Stickoxide ausstößt, sind nun die Benziner dran, die mit einem höheren CO2-Ausstoß aufwarten.",Beschluss des EUParlaments zur CO2Reduktion für Autos ist eine Hiobsbotschaft Berlin  4 Oktober 2018 Zur Entscheidung des EUParlaments  die europaweiten Grenzwerte für CO2 bis 2030 um 40 Prozent zu senken  teilt der verkehrspolitische Sprecher der AfDFraktion im Deutschen Bundestag  Dirk Spaniel  mit  „ Das ist eine absolute Hiobsbotschaft  Nachdem das EUParlament gestern noch strengere automobile KlimaAuflagen beschlossen hat  bringt die vollkommen überzogene CO2Reduktion auch die Benziner in Gefahr  Bis 2030 sollen die CO2Grenzwerte um satte 40 Prozent sinken  Das bedeutet 22 Liter Kraftstoffverbrauch nach realen Maßgaben  WLTP  und ist utopisch  Nachdem es dem Diesel an den Kragen ging  weil er angeblich zu viel Stickoxide ausstößt  sind nun die Benziner dran  die mit einem höheren CO2Ausstoß aufwarten,116
122,press_84,Spaniel,2018-10-04,"Gegründet auf einer irrationalen Klimahysterie, bedeutet diese Politik das Ende des Verbrennungsmotors mit allen weiteren Folgen für die Arbeitsplätze und den Wirtschaftsstandort. Man kann nicht innerhalb einer kurzen Zeitspanne von zehn Jahren die Strukturen unserer Schlüsselindustrie via politischer Vorgaben umkrempeln.“ Die EU-Abgeordneten fordern zudem, dass Autobauer bis 2030 mindestens 35 Prozent Autos mit geringem oder keinem CO2-Ausstoß verkaufen. Nach Ansicht des Verbands der deutschen Automobilindustrie (VDA) habe das Parlament damit die faktische Einführung einer Quote für Null-Emissionsfahrzeuge beschlossen. Die AfD-Fraktion schließt sich der Argumentation von VDA-Präsident Bernhard Matthes an: Dieser warnte, der ökologische Überbietungswettbewerb ignoriere die technische und wirtschaftliche Machbarkeit.",Gegründet auf einer irrationalen Klimahysterie  bedeutet diese Politik das Ende des Verbrennungsmotors mit allen weiteren Folgen für die Arbeitsplätze und den Wirtschaftsstandort  Man kann nicht innerhalb einer kurzen Zeitspanne von zehn Jahren die Strukturen unserer Schlüsselindustrie via politischer Vorgaben umkrempeln  “ Die EUAbgeordneten fordern zudem  dass Autobauer bis 2030 mindestens 35 Prozent Autos mit geringem oder keinem CO2Ausstoß verkaufen  Nach Ansicht des Verbands der deutschen Automobilindustrie  VDA  habe das Parlament damit die faktische Einführung einer Quote für NullEmissionsfahrzeuge beschlossen  Die AfDFraktion schließt sich der Argumentation von VDAPräsident Bernhard Matthes an  Dieser warnte  der ökologische Überbietungswettbewerb ignoriere die technische und wirtschaftliche Machbarkeit,101
123,press_84,Spaniel,2018-10-04,"Spaniel warnt davor, Ökophantasten auf den Leim zu gehen, wie dem BUND, der sogar 60 Prozent CO2-Reduktion bis 2030 technisch machbar hält: „Das ist nachweislich falsch und motorentechnisch nicht möglich.“ Die Abstimmungsergebnisse aus Brüssel belegen, dass die EU-Abgeordneten der Linken, Grünen und der SPD geschlossen für die CO2-Verschärfung gestimmt haben. Die Regierungspartei SPD befürwortet demnach eine wirtschaftszerstörerische und unsoziale Politik. Bereits im März dieses Jahres versuchte die AfD-Fraktion im Bundestag durch eine Subsidiaritätsrüge an die EU, die CO2-Regelungen zu stoppen. Sämtliche Fraktionen votierten dagegen. In den Medien wurde das Problem nicht debattiert. Dazu Spaniel: „Ohne florierende Wirtschaft funktioniert kein Sozialstaat. Wer diese Politik unterstützt, macht sich mitschuldig an gesellschaftlichen Verwerfungen, die eine Wirtschaftskrise mit sich bringen wird.“ Der VDA warne daher zu Recht, dass hunderttausende Jobs in Gefahr seien.",Spaniel warnt davor  Ökophantasten auf den Leim zu gehen  wie dem BUND  der sogar 60 Prozent CO2Reduktion bis 2030 technisch machbar hält  „ Das ist nachweislich falsch und motorentechnisch nicht möglich  “ Die Abstimmungsergebnisse aus Brüssel belegen  dass die EUAbgeordneten der Linken  Grünen und der SPD geschlossen für die CO2Verschärfung gestimmt haben  Die Regierungspartei SPD befürwortet demnach eine wirtschaftszerstörerische und unsoziale Politik  Bereits im März dieses Jahres versuchte die AfDFraktion im Bundestag durch eine Subsidiaritätsrüge an die EU  die CO2Regelungen zu stoppen  Sämtliche Fraktionen votierten dagegen  In den Medien wurde das Problem nicht debattiert  Dazu Spaniel  „ Ohne florierende Wirtschaft funktioniert kein Sozialstaat  Wer diese Politik unterstützt  macht sich mitschuldig an gesellschaftlichen Verwerfungen  die eine Wirtschaftskrise mit sich bringen wird  “ Der VDA warne daher zu Recht  dass hunderttausende Jobs in Gefahr seien,133
124,press_84,Spaniel,2018-10-04,"Dem schließt sich die AfD-Fraktion an und fordert die Regierung sowie Umweltministerin Svenja Schulze (SPD) auf, sich mit aller Macht dagegen zu stemmen und eine vernünftige Politik zum Wohle der Bürger unseres Landes zu betreiben.",Dem schließt sich die AfDFraktion an und fordert die Regierung sowie Umweltministerin Svenja Schulze  SPD  auf  sich mit aller Macht dagegen zu stemmen und eine vernünftige Politik zum Wohle der Bürger unseres Landes zu betreiben,35
125,press_85,Frohnmaier,2018-10-05,"Müller will den Deutschen auch noch in die Urlaubsplanung reinreden Berlin, 5. Oktober 2018. Mit „großer Verwunderung“ hat der baden-württembergische AfD-Bundestagsabgeordnete und Entwicklungspolitiker Markus Frohnmaier auf die jüngsten Äußerungen von Entwicklungsminister Gerd Müller (CSU) anlässlich des Welttourismustages reagiert, „nachhaltiger und klimaneutraler Urlaub“ solle künftig zum „Standard“ werden. Frohnmaier: „Man muss solche wohlfeilen Formulierungen richtig verstehen, um zu ahnen, was da wieder auf uns zukommen kann: Die Regulierungswut der Altparteien erfasst jetzt endgültig auch die Freizeitplanung.“ Minister Müller habe „wohl aus gutem Grund“, so Frohnmaier, „nicht gesagt, wie er dieses Ziel erreichen möchte“. Dies könne nur mit neuen Gängelungen erreicht werden, ist sich der AfD-Abgeordnete sicher.",Müller will den Deutschen auch noch in die Urlaubsplanung reinreden Berlin  5 Oktober 2018 Mit „ großer Verwunderung “ hat der badenwürttembergische AfDBundestagsabgeordnete und Entwicklungspolitiker Markus Frohnmaier auf die jüngsten Äußerungen von Entwicklungsminister Gerd Müller  CSU  anlässlich des Welttourismustages reagiert  „ nachhaltiger und klimaneutraler Urlaub “ solle künftig zum „ Standard “ werden  Frohnmaier  „ Man muss solche wohlfeilen Formulierungen richtig verstehen  um zu ahnen  was da wieder auf uns zukommen kann  Die Regulierungswut der Altparteien erfasst jetzt endgültig auch die Freizeitplanung  “ Minister Müller habe „ wohl aus gutem Grund “  so Frohnmaier  „ nicht gesagt  wie er dieses Ziel erreichen möchte “  Dies könne nur mit neuen Gängelungen erreicht werden  ist sich der AfDAbgeordnete sicher,117
126,press_85,Frohnmaier,2018-10-05,"„Wer das ganze Jahr über hart arbeitet und mit seinen Steuern dabei auch noch die irrwitzigsten Projekte aus Müllers Ministerium finanziert, der muss sich jetzt auch noch von ihm in seine Urlaubsplanung hineinreden lassen. Minister Müller macht so einen schönen Urlaub langfristig zu einer Luxusangelegenheit für die, die es sich leisten können. Alle anderen dürfen dann mit dem Fahrrad auf einem Deich klimaneutral herumradeln.“",„ Wer das ganze Jahr über hart arbeitet und mit seinen Steuern dabei auch noch die irrwitzigsten Projekte aus Müllers Ministerium finanziert  der muss sich jetzt auch noch von ihm in seine Urlaubsplanung hineinreden lassen  Minister Müller macht so einen schönen Urlaub langfristig zu einer Luxusangelegenheit für die  die es sich leisten können  Alle anderen dürfen dann mit dem Fahrrad auf einem Deich klimaneutral herumradeln  “,66
127,press_86,Spaniel,2018-10-05,"Grüne Doppelmoral in der Dieseldebatte Berlin, 5. Oktober 2018. In der Dieseldebatte in der ZDF-Sendung Maybrit Illner gab die Bundesvorsitzende der Grünen, Annalena Baerbock, am Donnerstag zu, einen alten Diesel zu fahren, um weniger CO2 zu emittieren. Dazu teilt der verkehrspolitischer Sprecher der AfD-Fraktion im Deutschen Bundestag, Dirk Spaniel, mit: „Besser konnten sich die Grünen nicht enttarnen, die zwischen Doppelmoral und Ideologie gefangen sind. Der Normalbürger darf zwischen Pest und Cholera wählen: Nachrüstung, deren Umstände noch ungeklärt sind und Umtauschprämien, mit denen die Fahrzeughalter Geld verlieren. Annalena Baerbock ist das beste Beispiel für die Doppelmoral und Kurzsichtigkeit grüner Politik im Bundestag. Sie sägt mit ihren Kollegen einen wichtigen Ast ab, auf dem auch unser Sozialstaat gedeiht. Deutschland verursacht weltweit weniger als zwei Prozent der CO2-Emissionen.",Grüne Doppelmoral in der Dieseldebatte Berlin  5 Oktober 2018 In der Dieseldebatte in der ZDFSendung Maybrit Illner gab die Bundesvorsitzende der Grünen  Annalena Baerbock  am Donnerstag zu  einen alten Diesel zu fahren  um weniger CO2 zu emittieren  Dazu teilt der verkehrspolitischer Sprecher der AfDFraktion im Deutschen Bundestag  Dirk Spaniel  mit  „ Besser konnten sich die Grünen nicht enttarnen  die zwischen Doppelmoral und Ideologie gefangen sind  Der Normalbürger darf zwischen Pest und Cholera wählen  Nachrüstung  deren Umstände noch ungeklärt sind und Umtauschprämien  mit denen die Fahrzeughalter Geld verlieren  Annalena Baerbock ist das beste Beispiel für die Doppelmoral und Kurzsichtigkeit grüner Politik im Bundestag  Sie sägt mit ihren Kollegen einen wichtigen Ast ab  auf dem auch unser Sozialstaat gedeiht  Deutschland verursacht weltweit weniger als zwei Prozent der CO2Emissionen,126
128,press_86,Spaniel,2018-10-05,"Es ist unverantwortlich und staatsschädigend deshalb einen politisch initiierten Strukturwandel mit ungewissem Ausgang auszulösen. Die Aussage von Frau Baerbock, sie fahre einen alten Diesel, um weniger CO2 zu emittieren, ist Heuchelei. Bei notorischen Hetzern gegen das Automobil erwarte ich auch persönliche Konsequenzen. Warum nutzen Sie nicht Fahrrad oder ÖPNV liebe Frau Baerbock?“",Es ist unverantwortlich und staatsschädigend deshalb einen politisch initiierten Strukturwandel mit ungewissem Ausgang auszulösen  Die Aussage von Frau Baerbock  sie fahre einen alten Diesel  um weniger CO2 zu emittieren  ist Heuchelei  Bei notorischen Hetzern gegen das Automobil erwarte ich auch persönliche Konsequenzen  Warum nutzen Sie nicht Fahrrad oder ÖPNV liebe Frau Baerbock  “,53
129,press_87,Hilse,2018-10-09,"UN und „Weltklimarat“ - IPCC im Alarmismusmodus! Berlin, 9. Oktober 2018. „Das Gründungs-Mandat des IPCC, bedeutungserhöhend ‚Weltklimarat‘ genannt, fordert dazu auf, nachzuweisen, dass der Klimawandel ‚menschgemacht‘, und vor allem gefährlich sei. Dazu dienen seine sämtlichen bisherigen Berichte. Der die Welt seit Jahrmilliarden bestimmende natürliche Klimawandel, bleibt entweder außen vor, oder verschwindet in dem einige tausend Seiten umfassenden Report unter ‚ferner liefen‘! Weil aber der UN das sehr unverbindliche Pariser Abkommens, das explizit keine CO2 Minderungsziele festlegt, nicht streng genug war, gab sie dem IPCC den Auftrag durch Panikmache größeren politischen Druck zu erzeugen.",UN und „ Weltklimarat “  IPCC im Alarmismusmodus  Berlin  9 Oktober 2018 „ Das GründungsMandat des IPCC  bedeutungserhöhend ‚ Weltklimarat ‘ genannt  fordert dazu auf  nachzuweisen  dass der Klimawandel ‚ menschgemacht ‘  und vor allem gefährlich sei  Dazu dienen seine sämtlichen bisherigen Berichte  Der die Welt seit Jahrmilliarden bestimmende natürliche Klimawandel  bleibt entweder außen vor  oder verschwindet in dem einige tausend Seiten umfassenden Report unter ‚ ferner liefen ‘  Weil aber der UN das sehr unverbindliche Pariser Abkommens  das explizit keine CO2 Minderungsziele festlegt  nicht streng genug war  gab sie dem IPCC den Auftrag durch Panikmache größeren politischen Druck zu erzeugen,101
130,press_87,Hilse,2018-10-09,"In seinem neuesten Spezialbericht macht es sich daher anheischig aus kümmerlichen 0,5 Grad Differenz der globalen Mitteltemperatur, ohne zu wissen, wie hoch die eigentliche Bezugstemperatur vorindustriellen Zeiten gewesen ist - unterschiedliche globale Auswirkungen auf den Klimawandel berechnen zu können. Das ist absurd! Genau so absurd wie die daraus resultierende Behauptung, dass der Unterschied beim Meeresspiegelanstieg ganze 10 Zentimeter bis zum Ende des Jahrhunderts betrüge. Im normalen Leben nennt man das Computer gestütztes Kristallkugelschauen, denn allein im indischen Ozean zeigt der Meeresspiegel Unterschiede von knapp 200 Meter. Die UN und der Weltklimarat IPCC sehen wohl ihre Felle davon schwimmen, deswegen ist jetzt Panikmache angesagt.“",In seinem neuesten Spezialbericht macht es sich daher anheischig aus kümmerlichen 05 Grad Differenz der globalen Mitteltemperatur  ohne zu wissen  wie hoch die eigentliche Bezugstemperatur vorindustriellen Zeiten gewesen ist  unterschiedliche globale Auswirkungen auf den Klimawandel berechnen zu können  Das ist absurd  Genau so absurd wie die daraus resultierende Behauptung  dass der Unterschied beim Meeresspiegelanstieg ganze 10 Zentimeter bis zum Ende des Jahrhunderts betrüge  Im normalen Leben nennt man das Computer gestütztes Kristallkugelschauen  denn allein im indischen Ozean zeigt der Meeresspiegel Unterschiede von knapp 200 Meter  Die UN und der Weltklimarat IPCC sehen wohl ihre Felle davon schwimmen  deswegen ist jetzt Panikmache angesagt  “,103
131,press_88,Spaniel,2018-10-09,"Die Regierung lässt sich durch den dubiosen Abmahnverein DUH vor sich hertreiben und schadet damit den Bürgern, der Wirtschaft und letztlich auch dem gesellschaftlichen Klima.“",Die Regierung lässt sich durch den dubiosen Abmahnverein DUH vor sich hertreiben und schadet damit den Bürgern  der Wirtschaft und letztlich auch dem gesellschaftlichen Klima  “,26
132,press_89,Spaniel,2018-10-10,"Neue CO2-Grenzwerte brechen unserer Schlüsselindustrie das Genick Berlin, 10. Oktober 2018. Die EU-Umweltminister haben beschlossen, dass die CO2-Grenzwerte für Fahrzeuge bis 2020 um 35 Prozent gesenkt werden müssen. „Das ist der endgültige Todesstoß für den Verbrennungsmotor und letztlich die deutsche Automobilindustrie“, erklärt Dirk Spaniel, verkehrspolitischer Sprecher der AfD-Fraktion. Die von Regierungsseite propagierte Elektromobilität werde die weltweite CO2-Situation nicht lösen. Zudem sei ein Strukturwandel in dieser Größenordnung und innerhalb einer kurzen Zeitspanne von zehn Jahren nicht möglich. „Das wird unserer Schlüsselindustrie das Genick brechen“, sagt der Automobilexperte. „Dass SPD-Umweltministerin Schulze gerne noch über die nun vereinbarten Werte gegangen wäre, offenbart politische und wirtschaftliche Naivität sondergleichen“, stellt Spaniel fest.",Neue CO2Grenzwerte brechen unserer Schlüsselindustrie das Genick Berlin  10 Oktober 2018 Die EUUmweltminister haben beschlossen  dass die CO2Grenzwerte für Fahrzeuge bis 2020 um 35 Prozent gesenkt werden müssen  „ Das ist der endgültige Todesstoß für den Verbrennungsmotor und letztlich die deutsche Automobilindustrie “  erklärt Dirk Spaniel  verkehrspolitischer Sprecher der AfDFraktion  Die von Regierungsseite propagierte Elektromobilität werde die weltweite CO2Situation nicht lösen  Zudem sei ein Strukturwandel in dieser Größenordnung und innerhalb einer kurzen Zeitspanne von zehn Jahren nicht möglich  „ Das wird unserer Schlüsselindustrie das Genick brechen “  sagt der Automobilexperte  „ Dass SPDUmweltministerin Schulze gerne noch über die nun vereinbarten Werte gegangen wäre  offenbart politische und wirtschaftliche Naivität sondergleichen “  stellt Spaniel fest,113
133,press_89,Spaniel,2018-10-10,"„Darin unterscheidet sie sich allerdings nicht von ihrem Koalitionspartner CDU, der diese unvernünftige Entscheidung mitträgt. Diese Dino-Koalition schadet Deutschland, seinen Bürgern und Unternehmen, wie keine Regierung vor ihr.“",„ Darin unterscheidet sie sich allerdings nicht von ihrem Koalitionspartner CDU  der diese unvernünftige Entscheidung mitträgt  Diese DinoKoalition schadet Deutschland  seinen Bürgern und Unternehmen  wie keine Regierung vor ihr  “,30
134,press_90,,2018-10-10,Karsten Hilse widerlegt die Klimareligion mit einer einfachen Frage - AfD-Fraktion im Bundestag,Karsten Hilse widerlegt die Klimareligion mit einer einfachen Frage  AfDFraktion im Bundestag,12
