,id,author,date,text,text_tokenised,token_count
10,sp19_35,Stephan Protschka,2017-12-12,"Bloß nicht den brüchigen Frieden mit der profitmaximierenden FDP brechen! Dafür opfert man ja nicht nur die Kohlekraftwerke,",Bloß nicht den brüchigen Frieden mit der profitmaximierenden FDP brechen  Dafür opfert man ja nicht nur die Kohlekraftwerke,18
12,sp19_45,Norbert Kleinwächter,2018-01-18,"Vom Bleigießen und von leistungsfähigen Staubsaugern verabschieden wir uns dank EU schon jetzt. Doch nun soll uns eine Klimaagenda noch viel mehr vorschreiben, als wir uns überhaupt vorstellen können. Mit Plastik will die EU nun ihre erste eigene Steuer bekommen.",Vom Bleigießen und von leistungsfähigen Staubsaugern verabschieden wir uns dank EU schon jetzt  Doch nun soll uns eine Klimaagenda noch viel mehr vorschreiben  als wir uns überhaupt vorstellen können  Mit Plastik will die EU nun ihre erste eigene Steuer bekommen,40
13,sp19_48,Harald Weyel,2018-01-18,"Die Harmonisierungszwangspolitiken in Bildung, Wissenschaft, Umwelt, Soziales usw. usf. kopieren doch nur Modetrends, die allesamt aus den USA kommen: Genderei und Klimahysterie, um nur die krassesten Auswüchse zu nennen.",Die Harmonisierungszwangspolitiken in Bildung  Wissenschaft  Umwelt  Soziales usw usf kopieren doch nur Modetrends  die allesamt aus den USA kommen  Genderei und Klimahysterie  um nur die krassesten Auswüchse zu nennen,29
14,sp19_56,Rainer Kraft,2018-01-18,"Sehr geehrter Herr Präsident! Sehr geehrte Abgeordnete! Sehr geehrte Damen und Herren! Ich bin der Fraktion der Grünen sehr dankbar für die Anträge zum Klimaschutz. Diese Unfähigkeit beginnt bereits bei der einfachen Bedienung eines Taschenrechners. Da wird der volkswirtschaftliche Schaden, der in Deutschland durch die sogenannte Klimakrise über einen Zeitraum von 44 Jahren verursacht wurde, auf 90 Milliarden Euro beziffert. Gleichzeitig hat die im rot-schwarz-grünen Katechismus fest verankerte Energiewende in einem Drittel dieser Zeit mehr als 500 Milliarden Euro verschlungen. Das ist mehr als das Fünfzehnfache der genannten Schadenssumme. Wer aber 15 Euro ausgibt, um einen zu sparen, ist ein Narr. Außerdem bezeichnen Sie in Ihrem Antragstext ein Nichthandeln beim Klimaschutz – ich zitiere – als „ein Hindernis für die Wettbewerbsfähigkeit Deutschlands“. Das Gegenteil ist der Fall, meine Damen und Herren.",Sehr geehrter Herr Präsident  Sehr geehrte Abgeordnete  Sehr geehrte Damen und Herren  Ich bin der Fraktion der Grünen sehr dankbar für die Anträge zum Klimaschutz  Diese Unfähigkeit beginnt bereits bei der einfachen Bedienung eines Taschenrechners  Da wird der volkswirtschaftliche Schaden  der in Deutschland durch die sogenannte Klimakrise über einen Zeitraum von 44   Jahren verursacht wurde  auf 90   Milliarden Euro beziffert  Gleichzeitig hat die im rotschwarzgrünen Katechismus fest verankerte Energiewende in einem Drittel dieser Zeit mehr als 500   Milliarden Euro verschlungen  Das ist mehr als das Fünfzehnfache der genannten Schadenssumme  Wer aber 15   Euro ausgibt  um einen zu sparen  ist ein Narr  Außerdem bezeichnen Sie in Ihrem Antragstext ein Nichthandeln beim Klimaschutz   – ich zitiere   – als „ ein Hindernis für die Wettbewerbsfähigkeit Deutschlands “  Das Gegenteil ist der Fall  meine Damen und Herren,133
15,sp19_56,Rainer Kraft,2018-01-18,"Die Kosten dieser Energiewende verteuern unsere Produktion und hängen unserer Wettbewerbsfähigkeit wie ein Mühlstein um den Hals. Gleichzeitig erlauben es die internationalen Verträge, auf die Sie so stolz sind, den Schwellenländern, bis 2030 ihre CO 2 -Emissionen so weit zu erhöhen, wie es für deren Wirtschaft nötig ist. Die Resultate konnten wir schon oft sehen. Thyssenkrupp wird an Tata Steel angehängt, und die Augsburger KUKA, ein Hersteller von Spitzentechnologie im Bereich der Robotik, wird vom chinesischen Investor Midea geschluckt. Aber das ist gar nicht Ihr Ziel. Sie wollen die Gesellschaft in unserem Land transformieren. Ihr Ziel ist eine öko-sozialistische Planwirtschaft, und der sogenannte Klimaschutz ist Ihr Werkzeug. Das Wort Transformation erscheint über vierzigmal im Klimaschutzplan 2050, mit dem sich dieses Parlament in 2016 noch nicht einmal hat beschäftigen dürfen.",Die Kosten dieser Energiewende verteuern unsere Produktion und hängen unserer Wettbewerbsfähigkeit wie ein Mühlstein um den Hals  Gleichzeitig erlauben es die internationalen Verträge  auf die Sie so stolz sind  den Schwellenländern  bis 2030 ihre CO 2 Emissionen so weit zu erhöhen  wie es für deren Wirtschaft nötig ist  Die Resultate konnten wir schon oft sehen  Thyssenkrupp wird an Tata Steel angehängt  und die Augsburger KUKA  ein Hersteller von Spitzentechnologie im Bereich der Robotik  wird vom chinesischen Investor Midea geschluckt  Aber das ist gar nicht Ihr Ziel  Sie wollen die Gesellschaft in unserem Land transformieren  Ihr Ziel ist eine ökosozialistische Planwirtschaft  und der sogenannte Klimaschutz ist Ihr Werkzeug  Das Wort Transformation erscheint über vierzigmal im Klimaschutzplan   2050  mit dem sich dieses Parlament in 2016 noch nicht einmal hat beschäftigen dürfen,129
16,sp19_56,Rainer Kraft,2018-01-18,"Das ist eine Giftpille, die uns diese – immer noch geschäftsführende – Regierung hinterlassen hat, eine Regierung im Übrigen, der Sie in Ihrem Antrag prophezeien, dass sie, falls sie die 2020-Klimaziele verfehlen werde, in ihrer Glaubwürdigkeit großen Schaden nähme. Als ob das noch möglich wäre! Aber Sie nehmen es mit den Klimazielen selbst gar nicht so ernst. Das „Nachtsprungkonzept“, das die nächtliche Verlagerung von Lkws auf die Schiene vorsieht, liegt auf Betreiben der Automobillobby seit 20 Jahren in rot-schwarz-grünen Schubladen. Des Weiteren fördern Sie die Massenmigration nach Europa, obwohl der CO 2 -Abdruck eines Mitteleuropäers zehnmal so groß ist wie der eines Menschen in Afrika. Das heißt, 1 Million Menschen, die Sie zu uns holen, erzeugen zehnmal so viel CO 2 wie in Afrika. Die Ablehnung der Kernenergie offenbart noch mehr Erstaunliches.",Das ist eine Giftpille  die uns diese   – immer noch geschäftsführende   – Regierung hinterlassen hat  eine Regierung im Übrigen  der Sie in Ihrem Antrag prophezeien  dass sie  falls sie die 2020Klimaziele verfehlen werde  in ihrer Glaubwürdigkeit großen Schaden nähme  Als ob das noch möglich wäre  Aber Sie nehmen es mit den Klimazielen selbst gar nicht so ernst  Das „ Nachtsprungkonzept “  das die nächtliche Verlagerung von Lkws auf die Schiene vorsieht  liegt auf Betreiben der Automobillobby seit 20   Jahren in rotschwarzgrünen Schubladen  Des Weiteren fördern Sie die Massenmigration nach Europa  obwohl der CO 2 Abdruck eines Mitteleuropäers zehnmal so groß ist wie der eines Menschen in Afrika  Das heißt  1   Million Menschen  die Sie zu uns holen  erzeugen zehnmal so viel CO 2 wie in Afrika  Die Ablehnung der Kernenergie offenbart noch mehr Erstaunliches,134
17,sp19_56,Rainer Kraft,2018-01-18,"Durch die Abschaltung der deutschen Kernkraftwerke und den Ersatz durch Kohleverstromung nehmen Sie eine exorbitante zusätzliche Freisetzung von CO 2 in Kauf. Sie haben also vor der – jetzt zitiere ich noch einmal – „gefährlichen und unkontrollierbaren Klimakatastrophe“ weniger Angst als vor einem einzigen deutschen Kernkraftwerk. Das, meine Damen und Herren, hat nichts mit seriöser oder gar wissenschaftlich fundierter Politik zu tun. Das ist ökopopulistisches Voodoo und dieses Hauses nicht würdig. Nein, liebe Kollegen, Ihre Klimaziele haben keine wissenschaftlich fundierte Basis und sind rein politisch motivierter Ablasshandel: Bezahl heute, vielleicht erhältst du etwas in der Zukunft.",Durch die Abschaltung der deutschen Kernkraftwerke und den Ersatz durch Kohleverstromung nehmen Sie eine exorbitante zusätzliche Freisetzung von CO 2 in Kauf  Sie haben also vor der   – jetzt zitiere ich noch einmal   – „ gefährlichen und unkontrollierbaren Klimakatastrophe “ weniger Angst als vor einem einzigen deutschen Kernkraftwerk  Das  meine Damen und Herren  hat nichts mit seriöser oder gar wissenschaftlich fundierter Politik zu tun  Das ist ökopopulistisches Voodoo und dieses Hauses nicht würdig  Nein  liebe Kollegen  Ihre Klimaziele haben keine wissenschaftlich fundierte Basis und sind rein politisch motivierter Ablasshandel  Bezahl heute  vielleicht erhältst du etwas in der Zukunft,98
18,sp19_62,Steffen Kotré,2018-01-18,"Sehr geehrter Herr Kollege, ich habe zwei Fragen. Meine erste Frage: Ist Ihnen bekannt, dass es allein aus 2017 400 Studien gibt, die keinen expliziten Zusammenhang zwischen der gestiegenen CO 2 -Konzentration in der Luft und der Erderwärmung herstellen?",Sehr geehrter Herr Kollege  ich habe zwei Fragen  Meine erste Frage  Ist Ihnen bekannt  dass es allein aus 2017 400   Studien gibt  die keinen expliziten Zusammenhang zwischen der gestiegenen CO 2 Konzentration in der Luft und der Erderwärmung herstellen,39
19,sp19_63,Steffen Kotré,2018-01-18,"Meine zweite Frage: Wie soll eine Energiewende stattfinden, wenn die Grundlagen fehlen, zum Beispiel eine ökonomisch sinnvolle Speichertechnologie?",Meine zweite Frage  Wie soll eine Energiewende stattfinden  wenn die Grundlagen fehlen  zum Beispiel eine ökonomisch sinnvolle Speichertechnologie,18
20,sp19_80,Rainer Kraft,2018-01-31,"Vielen Dank, Frau Präsidentin. – Frau Ministerin Zypries, gemäß den Energy Charts des Fraunhofer-Instituts war es in 2017 genau wie in 2016 und 2015 und allen anderen Jahren davor bis zur Erfindung der Dampfmaschine so, dass in Deutschland mehr Strom aus Kohleverstromung erzeugt worden ist als aus den sogenannten Erneuerbaren, also Solar, Wind, Wasser und Bio, zusammen. Vor diesem Hintergrund und angesichts der Fakten, dass wir eine bevorzugte Einspeisung von Strom aus erneuerbaren Energien gemäß dem Erneuerbare-Energien-Gesetz haben, dass wir eine Verpflichtung der Netzbetreiber zur Abnahme von Strom aus erneuerbaren Quellen haben und dass die Stromverbraucher derzeit mit 25 bis 27 Milliarden Euro pro Jahr an Umlagen belastet werden, lautet meine Frage: Wie steht Ihr Ministerium zu einem kurzfristigen Ausstieg aus der Kohleverstromung?",Vielen Dank  Frau Präsidentin    – Frau Ministerin Zypries  gemäß den Energy Charts des FraunhoferInstituts war es in 2017 genau wie in 2016 und 2015 und allen anderen Jahren davor bis zur Erfindung der Dampfmaschine so  dass in Deutschland mehr Strom aus Kohleverstromung erzeugt worden ist als aus den sogenannten Erneuerbaren  also Solar  Wind  Wasser und Bio  zusammen  Vor diesem Hintergrund und angesichts der Fakten  dass wir eine bevorzugte Einspeisung von Strom aus erneuerbaren Energien gemäß dem ErneuerbareEnergienGesetz haben  dass wir eine Verpflichtung der Netzbetreiber zur Abnahme von Strom aus erneuerbaren Quellen haben und dass die Stromverbraucher derzeit mit 25 bis 27   Milliarden Euro pro Jahr an Umlagen belastet werden  lautet meine Frage  Wie steht Ihr Ministerium zu einem kurzfristigen Ausstieg aus der Kohleverstromung,123
21,sp19_80,Rainer Kraft,2018-01-31,Zusatzfrage – wenn wir mittel- bis langfristig denken –: Wie kann die grundlastfähige Kohleverstromung überhaupt durch irgendetwas anderes ersetzt werden als durch ebenfalls grundlastfähige Gas- bzw. sogar Kernkraftwerke?,Zusatzfrage   – wenn wir mittel bis langfristig denken   –  Wie kann die grundlastfähige Kohleverstromung überhaupt durch irgendetwas anderes ersetzt werden als durch ebenfalls grundlastfähige Gas bzw sogar Kernkraftwerke,28
22,sp19_84,Johannes Huber,2018-02-01,"Stattdessen brauchen wir in Deutschland endlich wieder ein gesellschaftliches Klima, um die demografische Krise mit einem natürlichen Verständnis und einer aktivierenden Bevölkerungspolitik in den Griff zu bekommen.",Stattdessen brauchen wir in Deutschland endlich wieder ein gesellschaftliches Klima  um die demografische Krise mit einem natürlichen Verständnis und einer aktivierenden Bevölkerungspolitik in den Griff zu bekommen,27
23,sp19_102,Dirk Spaniel,2018-02-22,"Vielen Dank, Frau Präsidentin. – Sehr geehrte Damen und Herren! Wie heißt in Deutschland das goldene Kalb des 21. Jahrhunderts? – Klimaschutz. Wenn dieses Wort fällt, setzt jede rationale Diskussion in diesem Haus aus. Ausgehend von 1990 wollen wir den CO 2 -Ausstoß bis 2020 um 40 Prozent reduzieren. Deutschlands Anteil an den weltweiten CO 2 -Emissionen beträgt circa 2 Prozent. Mit unseren Einsparzielen können wir also circa 1 Prozent des weltweiten CO 2 -Ausstoßes beeinflussen. Selbst unter der Annahme, dass CO 2 -Emissionen tatsächlich einen Einfluss auf das Weltklima hätten, Nehmen wir einmal an, alle Bereiche außer Verkehr erfüllen die Zielvorgabe. Was bedeutet das für die Stromerzeugung? Die Summe aus Stromerzeugung und Verkehr betrug 2015 circa 500 Megatonnen CO 2 . Von unserem Einsparziel waren wir circa 90 Megatonnen CO 2 entfernt. In den letzten zwei Jahren hat man circa 9 Terawattstunden auf erneuerbare Energiequellen übertragen.",Vielen Dank  Frau Präsidentin    – Sehr geehrte Damen und Herren  Wie heißt in Deutschland das goldene Kalb des 21   Jahrhunderts    – Klimaschutz  Wenn dieses Wort fällt  setzt jede rationale Diskussion in diesem Haus aus  Ausgehend von 1990 wollen wir den CO 2 Ausstoß bis 2020 um 40   Prozent reduzieren  Deutschlands Anteil an den weltweiten CO 2 Emissionen beträgt circa 2   Prozent  Mit unseren Einsparzielen können wir also circa 1   Prozent des weltweiten CO 2 Ausstoßes beeinflussen  Selbst unter der Annahme  dass CO 2 Emissionen tatsächlich einen Einfluss auf das Weltklima hätten  Nehmen wir einmal an  alle Bereiche außer Verkehr erfüllen die Zielvorgabe  Was bedeutet das für die Stromerzeugung  Die Summe aus Stromerzeugung und Verkehr betrug 2015 circa 500   Megatonnen CO 2  Von unserem Einsparziel waren wir circa 90   Megatonnen CO 2 entfernt  In den letzten zwei Jahren hat man circa 9   Terawattstunden auf erneuerbare Energiequellen übertragen,146
24,sp19_102,Dirk Spaniel,2018-02-22,"Da fehlen aber noch 81 Terawattstunden. 2019 schalten wir, weil wir genug Reserven haben und es uns leisten können, noch ein CO 2 -neutrales Kernkraftwerk ab. Bis 2020 müsste ein Viertel der Kraftwerkskapazität der Öl-, Kohle- und Gaskraftwerke durch erneuerbare Energien ersetzt werden. Die Energiewende ist ein schönes Märchen. Es gibt keinen Plan zur Realisierung. Für das Parlament eines modernen Industriestaats ist die permanente Vortäuschung der Machbarkeit des Energiewendemärchens ein absolutes Armutszeugnis.",Da fehlen aber noch 81   Terawattstunden  2019 schalten wir  weil wir genug Reserven haben und es uns leisten können  noch ein CO 2 neutrales Kernkraftwerk ab  Bis 2020 müsste ein Viertel der Kraftwerkskapazität der Öl  Kohle und Gaskraftwerke durch erneuerbare Energien ersetzt werden  Die Energiewende ist ein schönes Märchen  Es gibt keinen Plan zur Realisierung  Für das Parlament eines modernen Industriestaats ist die permanente Vortäuschung der Machbarkeit des Energiewendemärchens ein absolutes Armutszeugnis,72
