,speech_id,date,speaker,party,text,text_tokenised
11,sp19_21,2017-11-21,Karsten Hilse,AfD,"Und natürlich verfehlt Deutschland seine Klimaschutzziele. Das kann auch gar nicht anders sein, weil mit dem sachlich unbegründeten Atomausstieg von 2011 der Kohleverstromung die Rolle des einzigen sicheren Rückgrats der Stromgrundlasterzeugung auferlegt wurde.","verfehlt Deutschland Klimaschutzziele . , sachlich unbegründeten Atomausstieg 2011 Kohleverstromung Rolle einzigen sicheren Rückgrats Stromgrundlasterzeugung auferlegt ."
12,sp19_21,2017-11-21,Karsten Hilse,AfD,"Doch statt sich ehrlich zu diesem seit Jahren unerbittlich vorangetriebenen Vorgehen mit seinen unausweichlichen Konsequenzen zu bekennen, fordern sie noch mehr vom selben, nämlich den Kohleausstieg sofort einzuleiten, den Pariser Nonsenszielen oberste Priorität einzuräumen und der Globalen Allianz für den Kohleausstieg beizutreten, in der sich übrigens vorrangig Staaten zusammengefunden haben, deren Anteil an der Kohleverstromung niedrig bis marginal ist; Frau Dr. Weisgerber hatte das erwähnt.","unerbittlich vorangetriebenen Vorgehen unausweichlichen Konsequenzen bekennen , fordern selben , nämlich Kohleausstieg sofort einzuleiten , Pariser Nonsenszielen oberste Priorität einzuräumen Globalen Allianz Kohleausstieg beizutreten , vorrangig Staaten zusammengefunden , Anteil Kohleverstromung niedrig marginal ; Dr.   Weisgerber erwähnt ."
13,sp19_21,2017-11-21,Karsten Hilse,AfD,"Sie fürchten zudem, dass der weitere internationale Verhandlungsprozess, in dem es jetzt darauf ankommt, das Klimaschutzabkommen von Paris wirksam auszugestalten, gefährdet sei. Gefährdet ist aber zuallererst unsere deutsche Industrie als Basis unseres Wohlstandes. Mit einem Kohleausstieg setzen wir die Deindustrialisierung Deutschlands fort. Was wollen Sie eigentlich? Die Welt retten,","fürchten zudem , internationale Verhandlungsprozess , ankommt , Klimaschutzabkommen Paris wirksam auszugestalten , gefährdet . Gefährdet zuallererst deutsche Industrie Basis unseres Wohlstandes . Kohleausstieg setzen Deindustrialisierung Deutschlands fort . eigentlich ? Welt retten ,"
14,sp19_21,2017-11-21,Karsten Hilse,AfD,"indem Sie Deutschland deindustrialisieren? Strompreisweltmeister werden, damit wir weniger Strom verbrauchen? Strommangel erzeugen und im selben Atemzug technologische Wunder vollbringen? Die volatilen erneuerbaren Energien von Wind und Sonne sind aufgrund ihrer immanenten Schwächen von Leistungsdichte und Unplanbarkeit unfähig, die Kohlekraftwerke zu ersetzen, egal mit wie viel Windrädern wir deutsche Kulturlandschaften verschandeln.","Deutschland deindustrialisieren ? Strompreisweltmeister , Strom verbrauchen ? Strommangel erzeugen selben Atemzug technologische Wunder vollbringen ? volatilen erneuerbaren Energien Wind Sonne aufgrund immanenten Schwächen Leistungsdichte Unplanbarkeit unfähig , Kohlekraftwerke ersetzen , egal Windrädern deutsche Kulturlandschaften verschandeln ."
15,sp19_21,2017-11-21,Karsten Hilse,AfD,"Wie Frau Weisgerber erwähnt hat, ist der Anteil Deutschlands an den weltweit einsparbaren CO 2 -Emissionen marginal. Wer da von einem wichtigen Beitrag Deutschlands zur Senkung der CO 2 -Emissionen weltweit redet, um irgendwelche utopischen Klimaziele zu erreichen, will oder kann nicht rechnen.","Weisgerber erwähnt , Anteil Deutschlands weltweit einsparbaren CO 2 -Emissionen marginal . wichtigen Beitrag Deutschlands Senkung CO 2 -Emissionen weltweit redet , irgendwelche utopischen Klimaziele erreichen , rechnen ."
16,sp19_21,2017-11-21,Karsten Hilse,AfD,"Er gefährdet zudem absichtlich den Wohlstand und die Zukunft unseres Landes sowie Tausende von wertschöpfenden Arbeitsplätzen im Kohletagebau und in der Kraftwerkstechnik, zum Beispiel in der Lausitz, aber auch in anderen Teilen Deutschlands. Allein in der Lausitz, wo mich die Menschen als ihren direkten Wahlkreisvertreter in dieses Parlament entsandt haben, stehen circa 35 000 Arbeitsplätze von direkt oder indirekt in der Kohleindustrie Beschäftigten zur Disposition. Wir fordern daher, diesen Antrag abzulehnen, und werden das als AfD auch tun.","gefährdet zudem absichtlich Wohlstand Zukunft unseres Landes Tausende wertschöpfenden Arbeitsplätzen Kohletagebau Kraftwerkstechnik , Lausitz , Teilen Deutschlands . Lausitz , Menschen direkten Wahlkreisvertreter Parlament entsandt , stehen circa 35   000   Arbeitsplätze direkt indirekt Kohleindustrie Beschäftigten Disposition . fordern , Antrag abzulehnen , AfD ."
17,sp19_30,2017-12-12,Steffen Kotré,AfD,"Jetzt komme ich zu dem, was wir tun können, damit Massenentlassungen in der Zukunft der Vergangenheit angehören. Jahrelang ist die Bürokratie aufgebaut worden. Das ist ein Problem. Die Dokumentations- und Auskunftspflichten sind ausgeufert. Da haben wir Stellschrauben. Die schädliche Energiewende entzieht der Volkswirtschaft Milliarden von Euro.","komme , , Massenentlassungen Zukunft Vergangenheit angehören . Jahrelang Bürokratie aufgebaut . Problem . Dokumentations- Auskunftspflichten ausgeufert . Stellschrauben . schädliche Energiewende entzieht Volkswirtschaft Milliarden Euro ."
18,sp19_30,2017-12-12,Steffen Kotré,AfD,"An diesen Stellschrauben müssen wir drehen. Nach meinem Eindruck hat sich hier mittlerweile stellenweise eine Verbots- und Alarmismuskultur entwickelt. An der Klimadiskussion sehen wir, wie wenig Sie sich bei der strategischen Ausrichtung der Wirtschaftspolitik an wissenschaftlich überprüfbare Kriterien halten. Da liegt der Hase im Pfeffer.","Stellschrauben drehen . Eindruck mittlerweile stellenweise Verbots- Alarmismuskultur entwickelt . Klimadiskussion sehen , strategischen Ausrichtung Wirtschaftspolitik wissenschaftlich überprüfbare Kriterien halten . liegt Hase Pfeffer ."
19,sp19_30,2017-12-12,Steffen Kotré,AfD,"Weil Siemens heute schon angesprochen worden ist: Ich kann mir kein Urteil über das Management von Siemens erlauben, aber eines weiß ich: Die Kraftwerkssparte war mal prosperierend. Warum ist sie das nicht mehr? Wegen der schädlichen Energiewende.","Siemens angesprochen : Urteil Management Siemens erlauben , weiß : Kraftwerkssparte mal prosperierend . ? schädlichen Energiewende ."
20,sp19_32,2017-12-12,Armin-Paulus Hampel,AfD,"Herr Kollege Theurer, stimmen Sie den Anmerkungen Ihres Vorredners zu, dass, während Sie in der Regierungsverantwortung waren, nach Fukushima der gesamte Anlagenbau durch die Energiewende in Deutschland plattgemacht worden ist und dass Siemens heute aus genau diesen Gründen Leute entlassen muss, weil aufgrund der Entscheidungen aus Ihrer Regierungszeit weder für Kohle-, Gas- noch andere Kraftwerke eine Zukunft existiert?","Kollege Theurer , stimmen Anmerkungen Vorredners , , Regierungsverantwortung , Fukushima gesamte Anlagenbau Energiewende Deutschland plattgemacht Siemens genau Gründen Leute entlassen , aufgrund Entscheidungen Regierungszeit weder Kohle- , Gas- Kraftwerke Zukunft existiert ?"
21,sp19_35,2017-12-12,Stephan Protschka,AfD,"Bloß nicht den brüchigen Frieden mit der profitmaximierenden FDP brechen! Dafür opfert man ja nicht nur die Kohlekraftwerke,","Bloß brüchigen Frieden profitmaximierenden FDP brechen ! opfert Kohlekraftwerke ,"
22,sp19_43,2018-01-18,Axel Gehrke,AfD,"schlicht und ergreifend Obst, Gemüse, Kohlenhydrate und Proteine. Wir sollten genau so essen, wie es uns gerade schmeckt.","schlicht ergreifend Obst , Gemüse , Kohlenhydrate Proteine . genau essen , schmeckt ."
23,sp19_45,2018-01-18,Norbert Kleinwächter,AfD,"Vom Bleigießen und von leistungsfähigen Staubsaugern verabschieden wir uns dank EU schon jetzt. Doch nun soll uns eine Klimaagenda noch viel mehr vorschreiben, als wir uns überhaupt vorstellen können. Mit Plastik will die EU nun ihre erste eigene Steuer bekommen.","Bleigießen leistungsfähigen Staubsaugern verabschieden EU . Klimaagenda vorschreiben , vorstellen . Plastik EU Steuer bekommen ."
24,sp19_48,2018-01-18,Harald Weyel,AfD,"Die Harmonisierungszwangspolitiken in Bildung, Wissenschaft, Umwelt, Soziales usw. usf. kopieren doch nur Modetrends, die allesamt aus den USA kommen: Genderei und Klimahysterie, um nur die krassesten Auswüchse zu nennen.","Harmonisierungszwangspolitiken Bildung , Wissenschaft , Umwelt , Soziales usw. usf. kopieren Modetrends , allesamt USA : Genderei Klimahysterie , krassesten Auswüchse nennen ."
25,sp19_56,2018-01-18,Rainer Kraft,AfD,Sehr geehrter Herr Präsident! Sehr geehrte Abgeordnete! Sehr geehrte Damen und Herren! Ich bin der Fraktion der Grünen sehr dankbar für die Anträge zum Klimaschutz.,geehrter ! geehrte Abgeordnete ! geehrte Damen Herren ! Fraktion Grünen dankbar Anträge Klimaschutz .
26,sp19_56,2018-01-18,Rainer Kraft,AfD,"Diese Unfähigkeit beginnt bereits bei der einfachen Bedienung eines Taschenrechners. Da wird der volkswirtschaftliche Schaden, der in Deutschland durch die sogenannte Klimakrise über einen Zeitraum von 44 Jahren verursacht wurde, auf 90 Milliarden Euro beziffert. Gleichzeitig hat die im rot-schwarz-grünen Katechismus fest verankerte Energiewende in einem Drittel dieser Zeit mehr als 500 Milliarden Euro verschlungen. Das ist mehr als das Fünfzehnfache der genannten Schadenssumme. Wer aber 15 Euro ausgibt, um einen zu sparen, ist ein Narr.","Unfähigkeit beginnt einfachen Bedienung Taschenrechners . volkswirtschaftliche Schaden , Deutschland sogenannte Klimakrise Zeitraum 44   verursacht , 90   Milliarden Euro beziffert . Gleichzeitig rot-schwarz-grünen Katechismus fest verankerte Energiewende Drittel 500   Milliarden Euro verschlungen . Fünfzehnfache genannten Schadenssumme . 15   Euro ausgibt , sparen , Narr ."
27,sp19_56,2018-01-18,Rainer Kraft,AfD,"Außerdem bezeichnen Sie in Ihrem Antragstext ein Nichthandeln beim Klimaschutz – ich zitiere – als „ein Hindernis für die Wettbewerbsfähigkeit Deutschlands“. Das Gegenteil ist der Fall, meine Damen und Herren. Die Kosten dieser Energiewende verteuern unsere Produktion und hängen unserer Wettbewerbsfähigkeit wie ein Mühlstein um den Hals. Gleichzeitig erlauben es die internationalen Verträge, auf die Sie so stolz sind, den Schwellenländern, bis 2030 ihre CO 2 -Emissionen so weit zu erhöhen, wie es für deren Wirtschaft nötig ist. Die Resultate konnten wir schon oft sehen. Thyssenkrupp wird an Tata Steel angehängt, und die Augsburger KUKA, ein Hersteller von Spitzentechnologie im Bereich der Robotik, wird vom chinesischen Investor Midea geschluckt.","bezeichnen Antragstext Nichthandeln Klimaschutz   – zitiere   – „ Hindernis Wettbewerbsfähigkeit Deutschlands “ . Gegenteil Fall , Damen Herren . Kosten Energiewende verteuern Produktion hängen Wettbewerbsfähigkeit Mühlstein Hals . Gleichzeitig erlauben internationalen Verträge , stolz , Schwellenländern , 2030 CO 2 -Emissionen erhöhen , Wirtschaft nötig . Resultate sehen . Thyssenkrupp Tata Steel angehängt , Augsburger KUKA , Hersteller Spitzentechnologie Bereich Robotik , chinesischen Investor Midea geschluckt ."
28,sp19_56,2018-01-18,Rainer Kraft,AfD,"Aber das ist gar nicht Ihr Ziel. Sie wollen die Gesellschaft in unserem Land transformieren. Ihr Ziel ist eine öko-sozialistische Planwirtschaft, und der sogenannte Klimaschutz ist Ihr Werkzeug.","Ziel . Gesellschaft unserem Land transformieren . Ziel öko-sozialistische Planwirtschaft , sogenannte Klimaschutz Werkzeug ."
29,sp19_56,2018-01-18,Rainer Kraft,AfD,"Das Wort Transformation erscheint über vierzigmal im Klimaschutzplan 2050, mit dem sich dieses Parlament in 2016 noch nicht einmal hat beschäftigen dürfen. Das ist eine Giftpille, die uns diese – immer noch geschäftsführende – Regierung hinterlassen hat, eine Regierung im Übrigen, der Sie in Ihrem Antrag prophezeien, dass sie, falls sie die 2020-Klimaziele verfehlen werde, in ihrer Glaubwürdigkeit großen Schaden nähme. Als ob das noch möglich wäre!","Wort Transformation erscheint vierzigmal Klimaschutzplan   2050 , Parlament 2016 beschäftigen . Giftpille ,   – geschäftsführende   – Regierung hinterlassen , Regierung Übrigen , Antrag prophezeien , , falls 2020-Klimaziele verfehlen , Glaubwürdigkeit Schaden nähme . !"
30,sp19_56,2018-01-18,Rainer Kraft,AfD,"Aber Sie nehmen es mit den Klimazielen selbst gar nicht so ernst. Das „Nachtsprungkonzept“, das die nächtliche Verlagerung von Lkws auf die Schiene vorsieht, liegt auf Betreiben der Automobillobby seit 20 Jahren in rot-schwarz-grünen Schubladen. Des Weiteren fördern Sie die Massenmigration nach Europa, obwohl der CO 2 -Abdruck eines Mitteleuropäers zehnmal so groß ist wie der eines Menschen in Afrika. Das heißt, 1 Million Menschen, die Sie zu uns holen, erzeugen zehnmal so viel CO 2 wie in Afrika.","nehmen Klimazielen ernst . „ Nachtsprungkonzept “ , nächtliche Verlagerung Lkws Schiene vorsieht , liegt Betreiben Automobillobby 20   rot-schwarz-grünen Schubladen . fördern Massenmigration Europa , obwohl CO 2 -Abdruck Mitteleuropäers zehnmal Menschen Afrika . , 1   Million Menschen , holen , erzeugen zehnmal CO 2 Afrika ."
31,sp19_56,2018-01-18,Rainer Kraft,AfD,Die Ablehnung der Kernenergie offenbart noch mehr Erstaunliches. Durch die Abschaltung der deutschen Kernkraftwerke und den Ersatz durch Kohleverstromung nehmen Sie eine exorbitante zusätzliche Freisetzung von CO 2 in Kauf.,Ablehnung Kernenergie offenbart Erstaunliches . Abschaltung deutschen Kernkraftwerke Ersatz Kohleverstromung nehmen exorbitante zusätzliche Freisetzung CO 2 Kauf .
32,sp19_56,2018-01-18,Rainer Kraft,AfD,"Sie haben also vor der – jetzt zitiere ich noch einmal – „gefährlichen und unkontrollierbaren Klimakatastrophe“ weniger Angst als vor einem einzigen deutschen Kernkraftwerk. Das, meine Damen und Herren, hat nichts mit seriöser oder gar wissenschaftlich fundierter Politik zu tun. Das ist ökopopulistisches Voodoo und dieses Hauses nicht würdig.","  – zitiere   – „ gefährlichen unkontrollierbaren Klimakatastrophe “ Angst einzigen deutschen Kernkraftwerk . , Damen Herren , seriöser wissenschaftlich fundierter Politik . ökopopulistisches Voodoo Hauses würdig ."
33,sp19_56,2018-01-18,Rainer Kraft,AfD,"Nein, liebe Kollegen, Ihre Klimaziele haben keine wissenschaftlich fundierte Basis und sind rein politisch motivierter Ablasshandel: Bezahl heute, vielleicht erhältst du etwas in der Zukunft.",", liebe , Klimaziele wissenschaftlich fundierte Basis rein politisch motivierter Ablasshandel : Bezahl , erhältst Zukunft ."
34,sp19_62,2018-01-18,Steffen Kotré,AfD,"Sehr geehrter Herr Kollege, ich habe zwei Fragen. Meine erste Frage: Ist Ihnen bekannt, dass es allein aus 2017 400 Studien gibt, die keinen expliziten Zusammenhang zwischen der gestiegenen CO 2 -Konzentration in der Luft und der Erderwärmung herstellen?","geehrter Kollege , Fragen . Frage : , 2017 400   Studien , expliziten Zusammenhang gestiegenen CO 2 -Konzentration Luft Erderwärmung herstellen ?"
35,sp19_63,2018-01-18,Steffen Kotré,AfD,"Meine zweite Frage: Wie soll eine Energiewende stattfinden, wenn die Grundlagen fehlen, zum Beispiel eine ökonomisch sinnvolle Speichertechnologie?","Frage : Energiewende stattfinden , Grundlagen fehlen , ökonomisch sinnvolle Speichertechnologie ?"
36,sp19_80,2018-01-31,Rainer Kraft,AfD,"Vielen Dank, Frau Präsidentin. – Frau Ministerin Zypries, gemäß den Energy Charts des Fraunhofer-Instituts war es in 2017 genau wie in 2016 und 2015 und allen anderen Jahren davor bis zur Erfindung der Dampfmaschine so, dass in Deutschland mehr Strom aus Kohleverstromung erzeugt worden ist als aus den sogenannten Erneuerbaren, also Solar, Wind, Wasser und Bio, zusammen.",", .   – Ministerin Zypries , gemäß Energy Charts Fraunhofer-Instituts 2017 genau 2016 2015 Erfindung Dampfmaschine , Deutschland Strom Kohleverstromung erzeugt sogenannten Erneuerbaren , Solar , Wind , Wasser Bio , ."
37,sp19_80,2018-01-31,Rainer Kraft,AfD,"Vor diesem Hintergrund und angesichts der Fakten, dass wir eine bevorzugte Einspeisung von Strom aus erneuerbaren Energien gemäß dem Erneuerbare-Energien-Gesetz haben, dass wir eine Verpflichtung der Netzbetreiber zur Abnahme von Strom aus erneuerbaren Quellen haben und dass die Stromverbraucher derzeit mit 25 bis 27 Milliarden Euro pro Jahr an Umlagen belastet werden, lautet meine Frage: Wie steht Ihr Ministerium zu einem kurzfristigen Ausstieg aus der Kohleverstromung? Zusatzfrage – wenn wir mittel- bis langfristig denken –: Wie kann die grundlastfähige Kohleverstromung überhaupt durch irgendetwas anderes ersetzt werden als durch ebenfalls grundlastfähige Gas- bzw. sogar Kernkraftwerke?","Hintergrund angesichts Fakten , bevorzugte Einspeisung Strom erneuerbaren Energien gemäß Erneuerbare-Energien-Gesetz , Verpflichtung Netzbetreiber Abnahme Strom erneuerbaren Quellen Stromverbraucher derzeit 25 27   Milliarden Euro pro Umlagen belastet , lautet Frage : steht Ministerium kurzfristigen Ausstieg Kohleverstromung ? Zusatzfrage   – mittel- langfristig denken   – : grundlastfähige Kohleverstromung irgendetwas anderes ersetzt ebenfalls grundlastfähige Gas- bzw. sogar Kernkraftwerke ?"
38,sp19_84,2018-02-01,Johannes Huber,AfD,"Stattdessen brauchen wir in Deutschland endlich wieder ein gesellschaftliches Klima, um die demografische Krise mit einem natürlichen Verständnis und einer aktivierenden Bevölkerungspolitik in den Griff zu bekommen.","Stattdessen brauchen Deutschland gesellschaftliches Klima , demografische Krise natürlichen Verständnis aktivierenden Bevölkerungspolitik Griff bekommen ."
39,sp19_102,2018-02-22,Dirk Spaniel,AfD,"Vielen Dank, Frau Präsidentin. – Sehr geehrte Damen und Herren! Wie heißt in Deutschland das goldene Kalb des 21. Jahrhunderts? – Klimaschutz. Wenn dieses Wort fällt, setzt jede rationale Diskussion in diesem Haus aus.",", .   – geehrte Damen Herren ! Deutschland goldene Kalb 21.   Jahrhunderts ?   – Klimaschutz . Wort fällt , setzt rationale Diskussion Haus ."
40,sp19_102,2018-02-22,Dirk Spaniel,AfD,"Ausgehend von 1990 wollen wir den CO 2 -Ausstoß bis 2020 um 40 Prozent reduzieren. Deutschlands Anteil an den weltweiten CO 2 -Emissionen beträgt circa 2 Prozent. Mit unseren Einsparzielen können wir also circa 1 Prozent des weltweiten CO 2 -Ausstoßes beeinflussen. Selbst unter der Annahme, dass CO 2 -Emissionen tatsächlich einen Einfluss auf das Weltklima hätten,","Ausgehend 1990 CO 2 -Ausstoß 2020 40   Prozent reduzieren . Deutschlands Anteil weltweiten CO 2 -Emissionen beträgt circa 2   Prozent . unseren Einsparzielen circa 1   Prozent weltweiten CO 2 -Ausstoßes beeinflussen . Annahme , CO 2 -Emissionen tatsächlich Einfluss Weltklima ,"
41,sp19_102,2018-02-22,Dirk Spaniel,AfD,"Nehmen wir einmal an, alle Bereiche außer Verkehr erfüllen die Zielvorgabe. Was bedeutet das für die Stromerzeugung? Die Summe aus Stromerzeugung und Verkehr betrug 2015 circa 500 Megatonnen CO 2 . Von unserem Einsparziel waren wir circa 90 Megatonnen CO 2 entfernt. In den letzten zwei Jahren hat man circa 9 Terawattstunden auf erneuerbare Energiequellen übertragen. Da fehlen aber noch 81 Terawattstunden. 2019 schalten wir, weil wir genug Reserven haben und es uns leisten können, noch ein CO 2 -neutrales Kernkraftwerk ab. Bis 2020 müsste ein Viertel der Kraftwerkskapazität der Öl-, Kohle- und Gaskraftwerke durch erneuerbare Energien ersetzt werden.","Nehmen , Bereiche Verkehr erfüllen Zielvorgabe . bedeutet Stromerzeugung ? Summe Stromerzeugung Verkehr betrug 2015 circa 500   Megatonnen CO 2 . unserem Einsparziel circa 90   Megatonnen CO 2 entfernt . letzten circa 9   Terawattstunden erneuerbare Energiequellen übertragen . fehlen 81   Terawattstunden . 2019 schalten , Reserven leisten , CO 2 -neutrales Kernkraftwerk . 2020 müsste Viertel Kraftwerkskapazität Öl- , Kohle- Gaskraftwerke erneuerbare Energien ersetzt ."
42,sp19_102,2018-02-22,Dirk Spaniel,AfD,Die Energiewende ist ein schönes Märchen. Es gibt keinen Plan zur Realisierung. Für das Parlament eines modernen Industriestaats ist die permanente Vortäuschung der Machbarkeit des Energiewendemärchens ein absolutes Armutszeugnis.,Energiewende schönes Märchen . Plan Realisierung . Parlament modernen Industriestaats permanente Vortäuschung Machbarkeit Energiewendemärchens absolutes Armutszeugnis .
43,sp19_103,2018-02-22,Dirk Spaniel,AfD,"Die AfD-Fraktion lehnt die scheinheilige Proklamation der angestrebten Klimaziele für 2020 ab, –","AfD-Fraktion lehnt scheinheilige Proklamation angestrebten Klimaziele 2020 ,   –"
44,sp19_121,2018-02-23,Martin Reichardt,AfD,"„Wir haben die Erde von unseren Kindern nur geborgt.“ Dieser Satz, ein indianisches Sprichwort, prangte 1983 auf den Wahlplakaten der Grünen und wirkt heute als Parole immer noch in weite Teile der Politik. Alle Regierungen der letzten Jahre haben sich mit viel Steuergeld und großem propagandistischen Getöse um die vermeintlich geborgte Erde gekümmert. Eine Energiewende, Klimaschutz, Mülltrennung, Refugees Welcome – alles das sind die Weltrettungsprojekte, mit denen Sie in den letzten Jahren den Deutschen Bundestag und das Volk beglückt haben.","„ Erde unseren Kindern geborgt . “ Satz , indianisches Sprichwort , prangte 1983 Wahlplakaten Grünen wirkt Parole weite Teile Politik . Regierungen letzten Steuergeld großem propagandistischen Getöse vermeintlich geborgte Erde gekümmert . Energiewende , Klimaschutz , Mülltrennung , Refugees Welcome   – Weltrettungsprojekte , letzten Deutschen Bundestag Volk beglückt ."
45,sp19_121,2018-02-23,Martin Reichardt,AfD,"Meine Damen und Herren, Deutschland ist nicht, wie uns die Öko-Ablasshändler von den Grünen weismachen wollen, von einer Klimakatastrophe bedroht. Deutschland ist bedroht von einer demografischen Katastrophe, und gegen die muss diese Regierung endlich vorgehen.","Damen Herren , Deutschland , Öko-Ablasshändler Grünen weismachen , Klimakatastrophe bedroht . Deutschland bedroht demografischen Katastrophe , Regierung vorgehen ."
46,sp19_121,2018-02-23,Martin Reichardt,AfD,"Tatsächlich ist diese Entwicklung eine demografische Katastrophe, eine Katastrophe, die, anders als die Klimakatastrophe, heute bereits im Lande fühlbar ist. Fehlende Kinder und fehlende junge Menschen führen zu Schieflagen in den Sozialsystemen, und diese sind bereits heute in vielen Bereichen Ost- und Mitteldeutschlands in Form von Verarmung und Verelendung im ländlichen Raum erkennbar.","Tatsächlich Entwicklung demografische Katastrophe , Katastrophe , , Klimakatastrophe , Lande fühlbar . Fehlende Kinder fehlende junge Menschen führen Schieflagen Sozialsystemen , Bereichen Ost- Mitteldeutschlands Form Verarmung Verelendung ländlichen Raum erkennbar ."
