,speech_id,date,period,speaker,party,text,text_tokenised,agenda,speechnumber,chair,MEP,commission
10,eu9_3763,2024-02-26,9,Jörg Meuthen,NI,"Was also ist von einer Zentralbank zu halten, die in Zeiten anhaltend hoher Inflation – das ist im Kern ihre einzige Aufgabe – den fatalen Eindruck erweckt, Klimarettungspolitik sei ihr Primärmandat?","Zentralbank halten , Zeiten anhaltend hoher Inflation – Kern einzige Aufgabe – fatalen Eindruck erweckt , Klimarettungspolitik Primärmandat ?",15. European Central Bank – annual report 2023 (debate),12,False,True,False
11,eu9_3763,2024-02-26,9,Jörg Meuthen,NI,"Anstatt sich mit demokratisch nicht legitimierten und kompetenzrechtlich indiskutablen Unterstützungsmaßnahmen zur Klimapolitik zu beschäftigen, muss sich die EZB auf ihr Kernmandat besinnen. Damit hätte sie, wie vor allem die aktuelle Situation zeigt, weiß Gott genug zu tun.","Anstatt demokratisch legitimierten kompetenzrechtlich indiskutablen Unterstützungsmaßnahmen Klimapolitik beschäftigen , EZB Kernmandat besinnen . , aktuelle Situation zeigt , weiß Gott .",15. European Central Bank – annual report 2023 (debate),12,False,True,False
12,eu9_3917,2024-02-26,9,Gunnar Beck,ID,"Stagflation, Industrie- und Humankapitalflucht und Offene-Stellen-Rekorde bei Millionen unqualifizierter Migranten sind die Symptome der irrsinnigen Klima- und Migrationspolitik, mit der sich die deutsche Regierung gegen die Naturgesetze der Ökonomie stemmt.","Stagflation , Industrie- Humankapitalflucht Offene-Stellen-Rekorde Millionen unqualifizierter Migranten Symptome irrsinnigen Klima- Migrationspolitik , deutsche Regierung Naturgesetze Ökonomie stemmt .",22. One-minute speeches on matters of political importance,19,False,True,False
13,eu9_4076,2024-02-07,9,Sylvia Limmer,ID,Landwirte sind schlicht praxisferne Politquacksalber mit ihrem Green Deal und deren Almosen leid. Und sie wollen sich nicht im Zuge einer völlig irren Klimarettung abwickeln lassen und zu CO2-Gärtnern degradieren lassen.,Landwirte schlicht praxisferne Politquacksalber Green Deal Almosen leid . Zuge völlig irren Klimarettung abwickeln lassen CO2-Gärtnern degradieren lassen .,4. Empowering farmers and rural communities - a dialogue towards sustainable and fairly rewarded EU agriculture (debate),30,False,True,False
14,eu9_4563,2024-02-06,9,Gunnar Beck,ID,"Denn die 50 Milliarden hätten für die Landwirte ausgegeben werden können, die unter der EU-Klimapolitik leiden, oder für die vielen Familien, die wegen der hohen Inflation vor die Wahl gestellt werden, entweder zu heizen oder gesund zu essen.","50   Milliarden Landwirte ausgegeben , EU-Klimapolitik leiden , Familien , hohen Inflation Wahl gestellt , heizen gesund essen .","2. Conclusions of the European Council meetings, in particular the special European Council meeting of 1 February 2024 (debate)",41,False,True,False
15,eu9_4736,2024-02-06,9,Sylvia Limmer,ID,"Herr Präsident! Nicht nur, dass bis 2050 Netto-Null-CO2 erreicht werden soll und ab da sogar eine Entnahme von CO2 aus der Atmosphäre vorgesehen ist, mit dem aberwitzigen Ziel, dieses atmosphärische CO2 zu reduzieren. Nein, der politische Klimawahnsinn soll nun schon 2040 zu neuen Höhenflügen ansetzen: 90 % CO2-Reduktion im Vergleich zu 1990.","! , 2050 Netto-Null-CO2 erreicht sogar Entnahme CO2 Atmosphäre vorgesehen , aberwitzigen Ziel , atmosphärische CO2 reduzieren . , politische Klimawahnsinn 2040 Höhenflügen ansetzen : 90   % CO2-Reduktion Vergleich 1990.",10. EU2040 climate target (debate),8,False,True,False
16,eu9_4736,2024-02-06,9,Sylvia Limmer,ID,"Blicken wir in mein Land, den grünen Klimaweltmeister Deutschland: Die Deindustrialisierung schreitet munter voran, weil sich die Industrie die teuersten Strompreise weltweit dort nicht mehr leisten kann.","Blicken Land , grünen Klimaweltmeister Deutschland : Deindustrialisierung schreitet munter voran , Industrie teuersten Strompreise weltweit leisten .",10. EU2040 climate target (debate),8,False,True,False
17,eu9_4736,2024-02-06,9,Sylvia Limmer,ID,"Die CO2-Reduktion liegt trotzdem nur bei schlappen 36,8 %, weil der Strom an vielen Tagen im Jahr trotz erneuerbarer Rekord-Nennleistung – das ist die auf dem Papier – an vielen Tagen zu über 90 % aus Kohle, Gas und Erdöl kommt. Und in der EU? Da freuen wir uns dumm über sinkende CO2-Emissionen.","CO2-Reduktion liegt schlappen 36,8   % , Strom trotz erneuerbarer Rekord-Nennleistung   – Papier   – 90   % Kohle , Gas Erdöl . EU ? freuen dumm sinkende CO2-Emissionen .",10. EU2040 climate target (debate),8,False,True,False
18,eu9_4736,2024-02-06,9,Sylvia Limmer,ID,"Die EU hat aber nur einen Anteil von 9,5 % an den globalen CO2-Emissionen. Und wir freuen uns über ein damit einhergehendes sinkendes Bruttoinlandsprodukt von im globalen Vergleich nur noch 14,3 %. Die BRICS-Staaten dagegen freuen sich über steigende CO2-Emissionen und ein steigendes globales BIP von inzwischen 32 %.","EU Anteil 9,5   % globalen CO2-Emissionen . freuen einhergehendes sinkendes Bruttoinlandsprodukt globalen Vergleich 14,3   % . BRICS-Staaten freuen steigende CO2-Emissionen steigendes globales BIP inzwischen 32   % .",10. EU2040 climate target (debate),8,False,True,False
19,eu9_5300,2024-01-18,9,Joachim Kuhs,ID,"Das ist einfach nur verrückt, und wir müssen diesen Wahnsinn stoppen, bei dem unter dem Deckmantel des Klimawandels vom Fleischkonsum abgeraten wird und unsere Landwirtschaft zerstört wird.","einfach verrückt , Wahnsinn stoppen , Deckmantel Klimawandels Fleischkonsum abgeraten Landwirtschaft zerstört .",10. Recent EU-Audits identifying that Uruguayan and Argentinian meat from horses with unreliable sworn declarations and unknown drug history is entering the EU (debate),6,False,True,False
20,eu9_5443,2024-01-17,9,Gunnar Beck,ID,"Doch Ihre Schuldenpolitik hier finanziert Klimarettung und Massenmigration – mit exponentiell steigenden Kosten – ohne Wertschöpfung. Ex-EZB-Chef Draghi sagte einmal, der Euro sei ein Wunder – so wie die Hummel, die fliege, obwohl sie es nach den Gesetzen der Aerodynamik nicht können dürfe.","Schuldenpolitik finanziert Klimarettung Massenmigration   – exponentiell steigenden Kosten   – Wertschöpfung . Ex-EZB-Chef Draghi , Euro Wunder   – Hummel , fliege , obwohl Gesetzen Aerodynamik dürfe .",6. Review of the economic governance framework (debate),9,False,True,False
21,eu9_5526,2024-01-17,9,Christine Anderson,ID,"Ja, es hat tiefe Spuren hinterlassen. Tränen der Freude sind hier in diesem Hause geflossen, als Sie den Klimanotstand ausgerufen haben und damit eine weitere Grundlage schufen, um die Bürger zahlen, zahlen und nochmals zahlen zu lassen. Nun, das Ergebnis sieht man in Deutschland.",", tiefe Spuren hinterlassen . Tränen Freude Hause geflossen , Klimanotstand ausgerufen Grundlage schufen , Bürger zahlen , zahlen nochmals zahlen lassen . , Ergebnis sieht Deutschland .","13. Improving the socio-economic situation of farmers and rural areas, ensuring fair incomes, food security as well as a just transition (debate)",8,False,True,False
22,eu9_6476,2023-12-14,9,Sylvia Limmer,ID,"Herr Präsident! Wie wären eigentlich die 70 000 Teilnehmer der Klimakonferenz ohne fossile Energiequellen nach Dubai gekommen? Wohl kaum mit dem Lastenfahrrad. Es ist also auch für die Klima-Berufsheulsusen gut, dass kein verbindlicher Ausstieg aus fossilen Energieträgern beschlossen wurde und Kernenergie als Lösung gesehen wird.","! wären eigentlich 70   000 Teilnehmer Klimakonferenz fossile Energiequellen Dubai gekommen ? Lastenfahrrad . Klima-Berufsheulsusen , verbindlicher Ausstieg fossilen Energieträgern beschlossen Kernenergie Lösung gesehen .","3. Outcome of the UN Climate Change Conference 2023 in Dubai, United Arab Emirates (COP28) (debate)",24,False,True,False
23,eu9_6476,2023-12-14,9,Sylvia Limmer,ID,"Beide sind sowohl Primärenergiequellen als auch jederzeit bedarfsgerecht verfügbar, ganz im Gegensatz zu elektrischer Energie oder den sogenannten volatilen Erneuerbaren. Übrigens wird – abhängig vom atmosphärischen CO2-Gehalt – über die Hälfte der anthropogenen CO2-Emissionen von Pflanzen oder Ozeanen resorbiert.","sowohl Primärenergiequellen jederzeit bedarfsgerecht verfügbar , Gegensatz elektrischer Energie sogenannten volatilen Erneuerbaren .   – abhängig atmosphärischen CO2-Gehalt   – Hälfte anthropogenen CO2-Emissionen Pflanzen Ozeanen resorbiert .","3. Outcome of the UN Climate Change Conference 2023 in Dubai, United Arab Emirates (COP28) (debate)",24,False,True,False
24,eu9_6476,2023-12-14,9,Sylvia Limmer,ID,"Selbst wenn man also die absurde Idee hat, CO2 sei der alleinige Klimatreiber, bedeutet Netto-Null eben nicht null menschliche Emissionen. Zu dieser Erkenntnis bedürfte es aber zumindest einer basalen naturwissenschaftlichen Intelligenz. Die kann ich leider bei der Majorität nicht erkennen.","absurde Idee , CO2 alleinige Klimatreiber , bedeutet Netto-Null null menschliche Emissionen . Erkenntnis bedürfte zumindest basalen naturwissenschaftlichen Intelligenz . Majorität erkennen .","3. Outcome of the UN Climate Change Conference 2023 in Dubai, United Arab Emirates (COP28) (debate)",24,False,True,False
25,eu9_7114,2023-12-12,9,Sylvia Limmer,ID,"eine Beeinträchtigung wirtschaftlicher Vermögenswerte der Union oder die Klimakrise. Es ist nicht nur das Ende unserer Krankenkassen-Solidargemeinschaft und der Anfang einer Selber-Schuld-Medizin. Diese Verordnung hat alles, was es braucht, um Bürger in Zukunft wie unreife Mündel zu erziehen. Zeigen wir Brüssel endlich die rote Karte.","Beeinträchtigung wirtschaftlicher Vermögenswerte Union Klimakrise . Krankenkassen-Solidargemeinschaft Anfang Selber-Schuld-Medizin . Verordnung , braucht , Bürger Zukunft unreife Mündel erziehen . Zeigen Brüssel rote Karte .",9. European Health Data Space (debate),21,False,True,False
26,eu9_7200,2023-12-12,9,Gunnar Beck,ID,"So kommt die Kritik an dem Ansinnen der Kommission auch nicht von Eurokritikern, sondern von NGOs und der sogenannten Zivilgesellschaft, die unkontrolliert die Energie—, Klima- und Pro-Migrationspolitik der EU mitbestimmen.","Kritik Ansinnen Kommission Eurokritikern , NGOs sogenannten Zivilgesellschaft , unkontrolliert Energie— , Klima- Pro-Migrationspolitik EU mitbestimmen .",13. Defence of democracy package (debate),17,False,True,False
27,eu9_8751,2023-11-20,9,Markus Buchheit,ID,"Klimaziele werden aufgeschoben, Verbrennerverbot und Heizungsdiktate gleich mit. Das schert hier niemanden. Hier wird weiter fleißig subventioniert, gesteuert und geplant. Die Schicksale von SolarWorld und Conergy sind lange her.","Klimaziele aufgeschoben , Verbrennerverbot Heizungsdiktate . schert . fleißig subventioniert , gesteuert geplant . Schicksale SolarWorld Conergy .",16. Framework of measures for strengthening Europe’s net-zero technology products manufacturing ecosystem (Net Zero Industry Act) (debate),16,False,True,False
28,eu9_8854,2023-11-20,9,Gunnar Beck,ID,"Herr Präsident! 60 Milliarden Euro zur Bewältigung der Coronakrise hätten nicht in den Klimafonds fließen dürfen – so urteilte das deutsche Verfassungsgericht letzte Woche. Denn, so das Gericht, Schulden, die für eine akute Notlage aufgenommen wurden, dürfen nicht zweckentfremdet werden – das sei ein Verstoß gegen die Schuldenbremse in Deutschland.","! 60   Milliarden Euro Bewältigung Coronakrise Klimafonds fließen   – urteilte deutsche Verfassungsgericht letzte Woche . , Gericht , Schulden , akute Notlage aufgenommen , zweckentfremdet   – Verstoß Schuldenbremse Deutschland .",20. One-minute speeches on matters of political importance,24,False,True,False
29,eu9_8854,2023-11-20,9,Gunnar Beck,ID,"Die deutsche Ampel-Regierung muss jetzt einen neuen Taschenspielertrick für ihre Schattenhaushalte finden. Helfen dabei soll von der Leyens illegal schuldenfinanziertes 800-Milliarden-Euro-NextGenerationEU- und -Corona-Wiederaufbauprogramm, von dem bereits ein Drittel zweckfrei, zweckfremd in Klima-Klimbim fließt, und bald noch mehr.","deutsche Ampel-Regierung Taschenspielertrick Schattenhaushalte finden . Helfen Leyens illegal schuldenfinanziertes 800-Milliarden-Euro-NextGenerationEU- -Corona-Wiederaufbauprogramm , Drittel zweckfrei , zweckfremd Klima-Klimbim fließt , .",20. One-minute speeches on matters of political importance,24,False,True,False
30,eu9_9284,2023-10-19,9,Sylvia Limmer,ID,"Eine katastrophale Gängelung der Landwirte durch die Strategie „Vom Hof auf den Tisch“, Formularkrieg, Behördenwahnsinn, Verbote beim Düngen, beim Pflanzenschutz, bei der Tierhaltung und vielem mehr – und jetzt der Landwirt als CO2-Gärtner. Kurzum: Sie, die den Landwirt zu Ihrem Prügelknaben gemacht haben, und Ihre Politik sind das Problem.","katastrophale Gängelung Landwirte Strategie „ Hof Tisch “ , Formularkrieg , Behördenwahnsinn , Verbote Düngen , Pflanzenschutz , Tierhaltung – Landwirt CO2-Gärtner . Kurzum : , Landwirt Prügelknaben , Politik Problem .",5. Generational renewal in the EU farms of the future (debate),19,False,True,False
31,eu9_9334,2023-10-19,9,Guido Reil,ID,"Also die Sozialwirtschaft in Deutschland, die betreibt Krankenhäuser, Kitas und Pflegeeinrichtungen. Und worüber reden wir jetzt? Reden wir darüber, die Bedingungen für die Kunden, die Patienten oder für die Mitarbeiter zu verbessern? Nein. Leider reden wir darüber, dass die Sozialwirtschaft klimaneutral sein soll – in Zukunft.","Sozialwirtschaft Deutschland , betreibt Krankenhäuser , Kitas Pflegeeinrichtungen . worüber reden ? Reden , Bedingungen Kunden , Patienten Mitarbeiter verbessern ? . reden , Sozialwirtschaft klimaneutral – Zukunft .",13. Commission proposal for a Council recommendation on developing social economy framework conditions (debate),7,False,True,False
32,eu9_9334,2023-10-19,9,Guido Reil,ID,"Wieder sollen viele hunderte Millionen Euro investiert werden, um die Klimaneutralität der Sozialwirtschaft herzustellen. Meine Frau arbeitet in der Pflege, ich kann Ihnen versichern, die haben da ganz andere Sorgen. Und zwar alle Mitarbeiter im Pflegebereich haben ganz andere Sorgen als die Klimaneutralität.","hunderte Millionen Euro investiert , Klimaneutralität Sozialwirtschaft herzustellen . arbeitet Pflege , versichern , Sorgen . Mitarbeiter Pflegebereich Sorgen Klimaneutralität .",13. Commission proposal for a Council recommendation on developing social economy framework conditions (debate),7,False,True,False
33,eu9_10009,2023-10-17,9,Gunnar Beck,ID,"Frau Präsidentin! Seit 2010 fällt die EU wirtschaftlich immer weiter hinter Nordamerika, Australien und den Fernen Osten zurück. Offensichtlich reagiert die EU auf jede Krise – sei es COVID, Ukraine, Energie oder die sogenannte Weltklimakrise – mit mehr Erregung, aber weniger Erfolg als der Rest der Welt.","! 2010 fällt EU wirtschaftlich Nordamerika , Australien Fernen Osten . Offensichtlich reagiert EU Krise – COVID , Ukraine , Energie sogenannte Weltklimakrise   – Erregung , Erfolg Rest Welt .",12. Commission Work Programme 2024 (debate),17,False,True,False
34,eu9_10707,2023-10-04,9,Guido Reil,ID,"Es liegt natürlich an den fragwürdigen Klimaschutzmaßnahmen, an den Auflagen, und es liegt natürlich auch daran, dass wir uns die höchsten Energiepreise der Welt leisten. Bauen ist nicht mehr bezahlbar! Gleichzeitig erleben wir, dass die Zahl der Wohnungslosen sich im letzten Jahr verdoppelt hat.","liegt fragwürdigen Klimaschutzmaßnahmen , Auflagen , liegt , höchsten Energiepreise Welt leisten . Bauen bezahlbar ! Gleichzeitig erleben , Zahl Wohnungslosen letzten verdoppelt .",10. Decent Housing for All (topical debate),26,False,True,False
35,eu9_11026,2023-10-03,9,Joachim Kuhs,ID,"Dass Sie aber, werter Herr Kommissar, mit dieser Halbzeitüberprüfung immer mehr Geld fordern für die Masseneinwanderung, für den Klimawahnsinn und 50 Milliarden dann auch noch für die Ukraine, das müssen wir nächstes Jahr unseren Wählern erklären, und da bin ich gespannt, was die dazu zu sagen haben.",", werter , Halbzeitüberprüfung Geld fordern Masseneinwanderung , Klimawahnsinn 50   Milliarden Ukraine , nächstes unseren Wählern erklären , gespannt , sagen .",4. Interim report on the proposal for a mid-term revision of the Multiannual Financial Framework 2021-2027 (debate),11,False,True,False
36,eu9_11483,2023-10-03,9,Gunnar Beck,ID,"Im traditionell hochinflationären Süden sinkt die Inflation, im vordem gesunden Deutschland explodieren Energie- und Lebensmittelpreise. Der Grund ist klar: Deutschland hat die dümmste Energie-, Klimarettungs- und Migrationspolitik weltweit.","traditionell hochinflationären Süden sinkt Inflation , vordem gesunden Deutschland explodieren Energie- Lebensmittelpreise . Grund klar : Deutschland dümmste Energie- , Klimarettungs- Migrationspolitik weltweit .",21. The 10th consecutive increase in reference interest rates decided by the ECB and its consequences (debate),8,False,True,False
37,eu9_11483,2023-10-03,9,Gunnar Beck,ID,"Die EZB wird die Zinsen nicht mehr nennenswert erhöhen, nicht nur um Südeuropa zu retten, sondern auch zur Finanzierung der EU-Weltklimarettungs- und -Massenmigrationsprojekte, die durch die Enteignung der deutschen Sparer und Steuerzahler über die EZB großteils mitfinanziert werden.","EZB Zinsen nennenswert erhöhen , Südeuropa retten , Finanzierung EU-Weltklimarettungs- -Massenmigrationsprojekte , Enteignung deutschen Sparer Steuerzahler EZB großteils mitfinanziert .",21. The 10th consecutive increase in reference interest rates decided by the ECB and its consequences (debate),8,False,True,False
38,eu9_11901,2023-09-13,9,Jörg Meuthen,NI,"Doch die EU, Ihre Kommission, fokussiert sich in unerträglicher Hybris und fataler Missachtung all dieser Probleme nahezu allein auf das absurde Ziel, den stattfindenden Klimawandel aufzuhalten, und irrt auch darin, denn Sie werden ihn mit Ihren Plänen definitiv nicht stoppen.","EU , Kommission , fokussiert unerträglicher Hybris fataler Missachtung all Probleme nahezu absurde Ziel , stattfindenden Klimawandel aufzuhalten , irrt , Plänen definitiv stoppen .",2. State of the Union (debate),50,False,True,False
39,eu9_11901,2023-09-13,9,Jörg Meuthen,NI,"Statt das Weltklima bis auf die Nachkommastelle den Menschen anpassen zu wollen – was nur misslingen kann –, müssen die richtigen Vorkehrungen getroffen werden, unsere Gesellschaften den klimatischen Veränderungen anzupassen. Das ginge, aber da passiert rein gar nichts.","Weltklima Nachkommastelle Menschen anpassen   – misslingen   – , richtigen Vorkehrungen getroffen , Gesellschaften klimatischen Veränderungen anzupassen . ginge , passiert rein .",2. State of the Union (debate),50,False,True,False
40,eu9_12391,2023-09-12,9,Sylvia Limmer,ID,"Als Krise gilt dabei wortwörtlich jedes außergewöhnliche, unerwartete, plötzliche, natürliche oder vom Mensch verursachte Ereignis. Zum Beispiel – laut EU-Kommission – der Klimawandel oder der Verlust der biologischen Diversität und Vielfalt. Also die totale Wirtschaftskontrolle auch bei herbeigedichteten Krisen.","Krise gilt wortwörtlich jedes außergewöhnliche , unerwartete , plötzliche , natürliche Mensch verursachte Ereignis . – laut EU-Kommission – Klimawandel Verlust biologischen Diversität Vielfalt . totale Wirtschaftskontrolle herbeigedichteten Krisen .",8. Single market emergency instrument (debate),23,False,True,False
41,eu9_12425,2023-09-12,9,Sylvia Limmer,ID,"Sagen Sie doch einfach, worum es Ihnen tatsächlich geht: um Fahrverbot, faktische Enteignung der Besitzer von Verbrennerautos und staatliche Zwangsmaßnahmen zum Kauf der E-Ladenhüter bis zum endgültigen Ende der individuellen Mobilität. Aber nicht nur im deutschen Bundland kommt der angeblich saubere Strom überwiegend aus Kohle, Gas und Erdöl.","Sagen einfach , worum tatsächlich : Fahrverbot , faktische Enteignung Besitzer Verbrennerautos staatliche Zwangsmaßnahmen Kauf E-Ladenhüter endgültigen individuellen Mobilität . deutschen Bundland angeblich saubere Strom überwiegend Kohle , Gas Erdöl .",9. Ambient air quality and cleaner air for Europe (debate),20,False,True,False
42,eu9_13279,2023-07-12,9,Gunnar Beck,ID,"Die Gründe sind die desaströse Energie- und Klimapolitik, die Sanktionen gegen Russland, die uns von billiger Energie abschneiden, und die EZB, die die Zinsen zaghaft anhebt, aber die Geldmenge weiter ausweitet. Das Ergebnis: Sparer verlieren infolge der Differenz zwischen Sparzinsen und Inflation seit Jahren 4 bis 8 % ihres Ersparten.","Gründe desaströse Energie- Klimapolitik , Sanktionen Russland , billiger Energie abschneiden , EZB , Zinsen zaghaft anhebt , Geldmenge ausweitet . Ergebnis : Sparer verlieren infolge Differenz Sparzinsen Inflation 4 8   % Ersparten .",13. Putting the European economy at the service of the middle class (debate),9,False,True,False
43,eu9_13360,2023-07-12,9,Sylvia Limmer,ID,"Sie wollen vorgeblich das Klima schützen, aber Ihre Grüner-Deal-Angstideologie ist zutiefst freiheits-, demokratie- und bürgerfeindlich.","vorgeblich Klima schützen , Grüner-Deal-Angstideologie zutiefst freiheits- , demokratie- bürgerfeindlich .",19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate),33,False,True,False
44,eu9_13385,2023-07-12,9,Guido Reil,ID,"Die EU präsentiert ihren Grünen Deal als eine sogenannte grüne Wirtschaftsstrategie und als Vorbild für den Rest der Welt. Dies ist eine Lüge, die aufhören muss. Weltweit sind die CO2-Emissionen stetig gestiegen und sie werden auch weiterhin steigen.","EU präsentiert Grünen Deal sogenannte grüne Wirtschaftsstrategie Vorbild Rest Welt . Lüge , aufhören . Weltweit CO2-Emissionen stetig gestiegen weiterhin steigen .",19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate),58,False,True,False
45,eu9_13385,2023-07-12,9,Guido Reil,ID,"Aufgrund des Bevölkerungswachstums und des Strebens nach materiellem Wohlstand wird der Energieverbrauch auf der Erde weiter steigen. Fossile Energien bleiben dabei die wichtigste Säule. China eröffnet jede Woche zwei neue Kohlekraftwerke. Indien treibt seine wirtschaftliche Entwicklung weiter voran, wie die gesamte Welt außerhalb der EU.","Aufgrund Bevölkerungswachstums Strebens materiellem Wohlstand Energieverbrauch Erde steigen . Fossile Energien bleiben wichtigste Säule . China eröffnet Woche Kohlekraftwerke . Indien treibt wirtschaftliche Entwicklung voran , gesamte Welt außerhalb EU .",19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate),58,False,True,False
